LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LBP27,LBP28,LBP29,LBP30,LBP31,LBP32,LBP33,LBP34,LBP35,LBP36,LBP37,LBP38,LBP39,LBP40,LBP41,LBP42,LBP43,LBP44,LBP45,LBP46,LBP47,LBP48,LBP49,LBP50,LBP51,LBP52,LBP53,LBP54,LBP55,LBP56,LBP57,LBP58,LBP59,LBP60,LBP61,LBP62,LBP63,LBP64,LBP65,LBP66,LBP67,LBP68,LBP69,LBP70,LBP71,LBP72,LBP73,LBP74,LBP75,LBP76,LBP77,LBP78,LBP79,LBP80,LBP81,LBP82,LBP83,LBP84,LBP85,LBP86,LBP87,LBP88,LBP89,LBP90,LBP91,LBP92,LBP93,LBP94,LBP95,LBP96,LBP97,LBP98,LabelName
0.0174310272284667,0.0283103924986476,0.000240427961771954,0.000180320971328966,0.000601069904429885,0.000781390875758851,0.000721283885315862,0.000540962913986897,0.000721283885315862,0.000601069904429885,0.000661176894872874,0.000360641942657931,0.000961711847087816,0.00150267476107471,0.000601069904429885,0.00042074893310092,0.00042074893310092,0.00282502855082046,0.000841497866201839,0.00186331670373264,0.00114203281841678,0.0010218188375308,0.000781390875758851,0.000901604856644828,0.000901604856644828,0.0488669832301497,0.00216385165594759,0.00120213980885977,0.00168299573240368,0.00240427961771954,0.000781390875758851,0.00246438660816253,0.00300534952214943,0.00258460058904851,0.00342609845525035,0.00336599146480736,0.00432770331189517,0.0088958345855623,0.00534952214942598,0.00456813127366713,0.00546973613031196,0.0108192582797379,0.0057702710825269,0.00558995011119793,0.00895594157600529,0.0101580813848651,0.00751337380537356,0.00871551361423334,0.00997776041353609,0.120514515838192,0.0120213980885977,0.00973733245176414,0.00853519264290437,0.00853519264290437,0.00649155496784276,0.00456813127366713,0.00823465769068943,0.00480855923543908,0.00456813127366713,0.00378674039790828,0.00408727535012322,0.00991765342309311,0.0036665264170223,0.00378674039790828,0.00180320971328966,0.00685219691050069,0.00168299573240368,0.00258460058904851,0.00324577748392138,0.00348620544569333,0.0015627817515177,0.00144256777063172,0.00162288874196069,0.0570415339303961,0.00114203281841678,0.00174310272284667,0.00270481456993448,0.00258460058904851,0.00240427961771954,0.0015627817515177,0.0010218188375308,0.00486866622588207,0.00162288874196069,0.00174310272284667,0.0026447075794915,0.00174310272284667,0.0015627817515177,0.00198353068461862,0.00162288874196069,0.0021037446655046,0.00150267476107471,0.00174310272284667,0.000721283885315862,0.00126224679930276,0.000781390875758851,0.000240427961771954,0.334315080843902,0.0983951433551722,Ferramentas
0.0187177597641857,0.0513633014001474,0,0.000736919675755343,0.000736919675755343,0.00103168754605748,0.000663227708179808,0.000294767870302137,0.00117907148120855,0.00110537951363301,0.000442151805453206,0.000810611643330877,0.00125276344878408,0.00103168754605748,0.000589535740604274,0.00221075902726603,0.000663227708179808,0.00294767870302137,0.000957995578481946,0.000957995578481946,0.00162122328666175,0.000589535740604274,0.0000736919675755343,0.000368459837877671,0.00147383935151068,0.0449521002210759,0.00191599115696389,0.00103168754605748,0.00110537951363301,0.00191599115696389,0.00117907148120855,0.00140014738393515,0.00501105379513633,0.00206337509211496,0.00243183492999263,0.0049373618275608,0.00294767870302137,0.0101694915254237,0.00596904937361828,0.00478997789240973,0.00464259395725866,0.014075165806927,0.00648489314664702,0.00714812085482682,0.00891672807663965,0.00987472365512159,0.00788504053058217,0.0106116433308769,0.00781134856300663,0.106632277081798,0.012822402358143,0.00950626381724392,0.00788504053058217,0.0081798084008843,0.00596904937361828,0.0049373618275608,0.0147383935151069,0.00368459837877671,0.00346352247605011,0.00670596904937362,0.00206337509211496,0.015033161385409,0.00456890198968312,0.00213706705969049,0.000884303610906411,0.0120854826823876,0.00117907148120855,0.00206337509211496,0.00324244657332351,0.00140014738393515,0.000663227708179808,0.000957995578481946,0.00198968312453943,0.044141488577745,0.000663227708179808,0.00117907148120855,0.00154753131908622,0.00397936624907885,0.00198968312453943,0.00051584377302874,0.000663227708179808,0.0138540899042004,0.00117907148120855,0.00184229918938836,0.00383198231392778,0.00176860722181282,0.00125276344878408,0.00243183492999263,0.00154753131908622,0.00176860722181282,0.00221075902726603,0.00265291083271923,0.00176860722181282,0.00198968312453943,0.00154753131908622,0,0.275681650700074,0.136109064112012,Musica
0.0205685618729097,0.0375418060200669,0.000752508361204013,0.000752508361204013,0.00142140468227425,0.00133779264214047,0.000919732441471572,0.000919732441471572,0.00125418060200669,0.00125418060200669,0.000668896321070234,0.000836120401337793,0.000668896321070234,0.0020066889632107,0.000585284280936455,0.00108695652173913,0.000668896321070234,0.00275919732441472,0.000668896321070234,0.000418060200668896,0.000919732441471572,0.000836120401337793,0.000919732441471572,0.000585284280936455,0.00117056856187291,0.0472408026755853,0.00158862876254181,0.00167224080267559,0.00133779264214047,0.00192307692307692,0.00142140468227425,0.000919732441471572,0.00359531772575251,0.00267558528428094,0.00326086956521739,0.00593645484949833,0.00317725752508361,0.012123745819398,0.00719063545150502,0.00652173913043478,0.00693979933110368,0.0164715719063545,0.00961538461538462,0.00994983277591973,0.0129598662207358,0.0109531772575251,0.00961538461538462,0.00986622073578595,0.013628762541806,0.122909698996656,0.0122073578595318,0.0109531772575251,0.0088628762541806,0.0102842809364548,0.00811036789297659,0.00652173913043478,0.0125418060200669,0.00359531772575251,0.00275919732441472,0.00459866220735786,0.0020066889632107,0.0109531772575251,0.00367892976588629,0.00209030100334448,0.00117056856187291,0.00969899665551839,0.00209030100334448,0.00133779264214047,0.00309364548494983,0.00259197324414716,0.00117056856187291,0.00142140468227425,0.00192307692307692,0.0473244147157191,0.000501672240802676,0.000836120401337793,0.000836120401337793,0.00217391304347826,0.00142140468227425,0.00100334448160535,0.000501672240802676,0.00844481605351171,0.000668896321070234,0.00150501672240803,0.00250836120401338,0.00150501672240803,0.000919732441471572,0.0024247491638796,0.00209030100334448,0.00125418060200669,0.00234113712374582,0.00209030100334448,0.000752508361204013,0.00125418060200669,0.000668896321070234,0,0.289799331103679,0.098494983277592,Telefone
0.0367612404562164,0.047695353002168,0.00131963427278726,0.000942595909133754,0.00188519181826751,0.00282778772740126,0.00179093222735413,0.00179093222735413,0.00150815345461401,0.00188519181826751,0.00226223018192101,0.00103685550004713,0.00226223018192101,0.00226223018192101,0.00188519181826751,0.00122537468187388,0.00216797059100764,0.00518427750023565,0.00188519181826751,0.00226223018192101,0.00226223018192101,0.00141389386370063,0.00122537468187388,0.000848336318220379,0.000848336318220379,0.03742105759261,0.00179093222735413,0.00122537468187388,0.00216797059100764,0.00311056650014139,0.00235648977283439,0.00254500895466114,0.00829484400037704,0.00678669054576303,0.00414742200018852,0.00744650768215666,0.00763502686398341,0.0148930153643133,0.0109341125459516,0.00942595909133754,0.00772928645489679,0.0152700537279668,0.0102742954095579,0.00895466113677067,0.0115939296823452,0.0125365255914789,0.0104628145913847,0.0140446790460929,0.0112168913186917,0.0756904515034405,0.0107455933641248,0.0108398529550382,0.00952021868225092,0.0109341125459516,0.00867188236403054,0.00716372890941653,0.0133848619096993,0.00942595909133754,0.00659817136393628,0.00952021868225092,0.0065039117730229,0.0152700537279668,0.00678669054576303,0.0049957583184089,0.00245074936374776,0.0125365255914789,0.00292204731831464,0.00329908568196814,0.00622113300028278,0.00433594118201527,0.00226223018192101,0.00188519181826751,0.00433594118201527,0.0341219719106419,0.00245074936374776,0.00207371100009426,0.00301630690922801,0.00301630690922801,0.00367612404562164,0.00245074936374776,0.00188519181826751,0.0125365255914789,0.00150815345461401,0.00226223018192101,0.00367612404562164,0.00292204731831464,0.00282778772740126,0.00282778772740126,0.00339334527288152,0.00254500895466114,0.00245074936374776,0.00395890281836177,0.00226223018192101,0.00254500895466114,0.00179093222735413,0.0000942595909133754,0.165802620416627,0.137901781506268,Internet
0.0187482768127929,0.0366004962779156,0.000620347394540943,0.000413564929693962,0.000964984835952578,0.000964984835952578,0.000964984835952578,0.000758202371105597,0.000758202371105597,0.000758202371105597,0.000620347394540943,0.000482492417976289,0.00192996967190516,0.00151640474221119,0.000896057347670251,0.000896057347670251,0.000896057347670251,0.00268817204301075,0.00117176730079956,0.000964984835952578,0.00130962227736421,0.00137854976564654,0.000482492417976289,0.00103391232423491,0.000827129859387924,0.0381858285084092,0.00241246208988144,0.000827129859387924,0.00144747725392887,0.00130962227736421,0.00213675213675214,0.00186104218362283,0.0033085194375517,0.00213675213675214,0.00268817204301075,0.0051006341328922,0.00399779432037497,0.00847808105872622,0.00516956162117452,0.00482492417976289,0.00448028673835125,0.0100634132892197,0.00668596636338572,0.00723738626964433,0.00902950096498484,0.014130135097877,0.011166253101737,0.0115108905431486,0.0139233526330301,0.098221670802316,0.0150951199338296,0.00985663082437276,0.0113041080783016,0.0079266611524676,0.00516956162117452,0.00585883650399779,0.00744416873449132,0.00289495450785773,0.0051006341328922,0.00427350427350427,0.00399779432037497,0.010339123242349,0.00337744692583402,0.00289495450785773,0.00296388199614006,0.0086848635235732,0.00227460711331679,0.00241246208988144,0.0025503170664461,0.00351530190239868,0.00234353460159912,0.00186104218362283,0.00234353460159912,0.0439757375241246,0.00130962227736421,0.00130962227736421,0.0033085194375517,0.00282602701957541,0.00317066446098704,0.00158533223049352,0.00165425971877585,0.00709953129307968,0.00199889716018748,0.00199889716018748,0.00344637441411635,0.00351530190239868,0.00165425971877585,0.00186104218362283,0.00220567962503446,0.00296388199614006,0.000896057347670251,0.00206782464846981,0.00117176730079956,0.000482492417976289,0.000482492417976289,0,0.321546732837055,0.114006065618969,Mensagem
0.0215832251895362,0.0366095212075678,0.000136602691073014,0.000409808073219042,0.000887917491974592,0.000614712109828564,0.000887917491974592,0.000819616146438085,0.00157093094733966,0.00129772556519363,0.000819616146438085,0.000887917491974592,0.000956218837511099,0.00170753363841268,0.00122942421965713,0.00129772556519363,0.000546410764292057,0.0029369578580698,0.00102452018304761,0.00109282152858411,0.00116112287412062,0.00102452018304761,0.000546410764292057,0.000887917491974592,0.000819616146438085,0.0471279284201899,0.00211734171163172,0.00170753363841268,0.00143432825626665,0.00259545113038727,0.00177583498394918,0.0019807390205587,0.00348336862236186,0.0028686565125333,0.0028686565125333,0.00601051840721262,0.00368827265897138,0.0103135031760126,0.00696673724472372,0.00587391571613961,0.00532750495184755,0.0117478314322792,0.00744484666347927,0.00819616146438085,0.0101769004849395,0.0118844341233522,0.0105867085581586,0.0107916125947681,0.0122942421965713,0.102930127723516,0.0137968717983744,0.0112014206679872,0.00908407895635544,0.00935728433850147,0.00696673724472372,0.00642032648043166,0.00949388702957448,0.00457619015094597,0.00368827265897138,0.0058056143706031,0.00239054709377775,0.0118161327778157,0.00423468342326344,0.00259545113038727,0.000956218837511099,0.00683013455365071,0.00170753363841268,0.00211734171163172,0.00300525920360631,0.00266375247592378,0.00259545113038727,0.00109282152858411,0.00177583498394918,0.0495184755139676,0.00102452018304761,0.000819616146438085,0.0019124376750222,0.00239054709377775,0.00245884843931426,0.00116112287412062,0.00129772556519363,0.00764975070008879,0.00157093094733966,0.00129772556519363,0.00348336862236186,0.0019124376750222,0.00136602691073014,0.00273205382146028,0.00211734171163172,0.00218564305716823,0.00232224574824124,0.00232224574824124,0.00136602691073014,0.00177583498394918,0.00109282152858411,0,0.300525920360631,0.107574619219999,Galeria
0.0301880828196618,0.0484431800221274,0.000869290342974553,0.000948316737790422,0.0012644223170539,0.000790263948158685,0.00134344871186976,0.00102734313260629,0.00173858068594911,0.000790263948158685,0.000395131974079342,0.0012644223170539,0.0012644223170539,0.00260787102892366,0.00173858068594911,0.00102734313260629,0.000948316737790422,0.00355618776671408,0.00134344871186976,0.00252884463410779,0.0012644223170539,0.00110636952742216,0.000711237553342817,0.00165955429113324,0.00173858068594911,0.0362731152204836,0.00244981823929192,0.00229176544966019,0.0027659238185554,0.00379326695116169,0.00268689742373953,0.00134344871186976,0.00616405879563774,0.00434645171487277,0.00347716137189821,0.00648016437490122,0.00331910858226648,0.0116168800379327,0.00671724355934882,0.00513671566303145,0.00592697961119014,0.0128813023549866,0.00782361308677098,0.00892998261419314,0.012644223170539,0.0128813023549866,0.0109056424845898,0.0151730678046468,0.0129603287498024,0.0845582424529793,0.013829619092777,0.0125651967757231,0.010194404931247,0.0113798008534851,0.00742848111269164,0.00608503240082187,0.0123281175912755,0.00592697961119014,0.00505768926821558,0.00900900900900901,0.00466255729413624,0.0161213845424372,0.00758653390232338,0.00410937253042516,0.00252884463410779,0.01319740793425,0.00205468626521258,0.00292397660818713,0.00537379484747906,0.00363521416152995,0.00189663347558084,0.00189663347558084,0.00379326695116169,0.0388809862494073,0.00158052789631737,0.00237079184447606,0.00324008218745061,0.00268689742373953,0.00529476845266319,0.00197565987039671,0.0012644223170539,0.0101153785364312,0.0012644223170539,0.00189663347558084,0.00379326695116169,0.00252884463410779,0.00260787102892366,0.00221273905484432,0.00252884463410779,0.00221273905484432,0.00173858068594911,0.00292397660818713,0.00142247510668563,0.00110636952742216,0.00110636952742216,0.000553184763711079,0.214951793899162,0.132053105737316,Contactos
0.0349439775910364,0.0373949579831933,0.000350140056022409,0.00112044817927171,0.000980392156862745,0.00252100840336135,0.00147058823529412,0.00175070028011205,0.00203081232492997,0.0015406162464986,0.00161064425770308,0.00217086834733894,0.00245098039215686,0.0038515406162465,0.00189075630252101,0.00196078431372549,0.00119047619047619,0.00476190476190476,0.00140056022408964,0.00203081232492997,0.00196078431372549,0.00196078431372549,0.00140056022408964,0.00133053221288515,0.00238095238095238,0.0258403361344538,0.00245098039215686,0.00196078431372549,0.00287114845938375,0.00441176470588235,0.0023109243697479,0.00315126050420168,0.00567226890756303,0.00273109243697479,0.00441176470588235,0.00588235294117647,0.00413165266106443,0.0109243697478992,0.00784313725490196,0.00707282913165266,0.00714285714285714,0.0143557422969188,0.00903361344537815,0.00707282913165266,0.0119047619047619,0.011624649859944,0.0102240896358543,0.0104341736694678,0.00966386554621849,0.0603641456582633,0.0127450980392157,0.0100140056022409,0.0120448179271709,0.0112745098039216,0.00798319327731092,0.00672268907563025,0.0130952380952381,0.00784313725490196,0.00665266106442577,0.00784313725490196,0.0053921568627451,0.0137254901960784,0.007703081232493,0.00553221288515406,0.00336134453781513,0.011484593837535,0.00371148459383753,0.00420168067226891,0.00553221288515406,0.00511204481792717,0.00294117647058823,0.00280112044817927,0.0046218487394958,0.0272408963585434,0.00217086834733894,0.00189075630252101,0.00259103641456583,0.00364145658263305,0.00371148459383753,0.00245098039215686,0.00161064425770308,0.00959383753501401,0.00252100840336135,0.00252100840336135,0.00476190476190476,0.0038515406162465,0.00196078431372549,0.00203081232492997,0.00161064425770308,0.00259103641456583,0.00168067226890756,0.00273109243697479,0.00112044817927171,0.00168067226890756,0.000210084033613445,0.0000700280112044818,0.255112044817927,0.128361344537815,Galaxy_Store
0.0182926829268293,0.0275067750677507,0.000203252032520325,0.000542005420054201,0.000745257452574526,0.00115176151761518,0.000609756097560976,0.000609756097560976,0.000542005420054201,0.00101626016260163,0.00149051490514905,0.000948509485094851,0.00115176151761518,0.0013550135501355,0.00101626016260163,0.000880758807588076,0.00101626016260163,0.00304878048780488,0.000745257452574526,0.00169376693766938,0.0013550135501355,0.0018970189701897,0.0013550135501355,0.000609756097560976,0.00115176151761518,0.0369241192411924,0.0010840108401084,0.00142276422764228,0.00155826558265583,0.00291327913279133,0.0016260162601626,0.00176151761517615,0.00304878048780488,0.0024390243902439,0.00331978319783198,0.00467479674796748,0.0035230352303523,0.00819783197831978,0.00609756097560976,0.00670731707317073,0.00596205962059621,0.0126016260162602,0.00650406504065041,0.00684281842818428,0.00833333333333333,0.00928184281842818,0.00731707317073171,0.00833333333333333,0.00887533875338753,0.109688346883469,0.00941734417344173,0.00785907859078591,0.00873983739837398,0.00765582655826558,0.00365853658536585,0.00460704607046071,0.00636856368563686,0.00481029810298103,0.00338753387533875,0.0043360433604336,0.00304878048780488,0.00894308943089431,0.00264227642276423,0.00291327913279133,0.00196476964769648,0.00596205962059621,0.00169376693766938,0.00196476964769648,0.0024390243902439,0.00304878048780488,0.00304878048780488,0.00115176151761518,0.00121951219512195,0.040650406504065,0.000948509485094851,0.00121951219512195,0.00210027100271003,0.00176151761517615,0.00311653116531165,0.0013550135501355,0.000813008130081301,0.00589430894308943,0.0016260162601626,0.00149051490514905,0.00237127371273713,0.0024390243902439,0.002710027100271,0.00182926829268293,0.00210027100271003,0.00230352303523035,0.0021680216802168,0.00277777777777778,0.00169376693766938,0.00237127371273713,0.00121951219512195,0.00128726287262873,0.377032520325203,0.0958672086720867,S_Planner
0.0239916029389714,0.035987404408457,0.000599790073474284,0.000749737591842855,0.00112460638776428,0.00127455390613285,0.000974658869395711,0.00157444894286999,0.00127455390613285,0.00119958014694857,0.00149947518368571,0.00119958014694857,0.00134952766531714,0.00217423901634428,0.000974658869395711,0.00134952766531714,0.00134952766531714,0.00352376668166142,0.00112460638776428,0.00224921277552856,0.000899685110211426,0.00187434397960714,0.00127455390613285,0.000749737591842855,0.00142450142450143,0.044384465437097,0.00164942270205428,0.00172439646123857,0.00232418653471285,0.00232418653471285,0.00187434397960714,0.00232418653471285,0.00442345179187284,0.00457339931024142,0.00494826810616284,0.00719748088169141,0.00614784825311141,0.0129704603388814,0.0108711950817214,0.00839706102863998,0.0087719298245614,0.0152946468735942,0.00952166741640426,0.0125206177837757,0.0127455390613285,0.0132703553756185,0.01154595891438,0.0114709851551957,0.0137201979307242,0.101964312490628,0.0130454340980657,0.0117708801919328,0.0131953816164342,0.0121457489878542,0.00772229719598141,0.00592292697555855,0.00944669365721997,0.00682261208576998,0.0062228220122957,0.00689758584495427,0.00494826810616284,0.0101964312490628,0.00329884540410856,0.00434847803268856,0.00247413405308142,0.00599790073474284,0.00254910781226571,0.00232418653471285,0.00329884540410856,0.00494826810616284,0.00179937022042285,0.00202429149797571,0.00179937022042285,0.0440095966411756,0.00149947518368571,0.00262408157144999,0.00232418653471285,0.00142450142450143,0.00397360923676713,0.00224921277552856,0.00194931773879142,0.00712250712250712,0.00269905533063428,0.00277402908981856,0.00329884540410856,0.00449842555105713,0.00299895036737142,0.00277402908981856,0.0035987404408457,0.00262408157144999,0.00254910781226571,0.00292397660818713,0.00194931773879142,0.00232418653471285,0.00127455390613285,0.000374868795921427,0.213975108711951,0.120257909731594,Email
