LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LabelName
0.0171304922762517,0.0173108132475807,0.00402716835968023,0.00895594157600529,0.00372663340746529,0.010578830317966,0.00546973613031196,0.0148464266394182,0.00607080603474184,0.0216385165594759,0.0120815050790407,0.0495281601250225,0.0408126465107892,0.0620905211276071,0.0129230029452425,0.0307747791068101,0.00859529963334736,0.0360040872753501,0.00757348079581655,0.036545050189337,0.00883572759511931,0.0479052713830619,0.015447496543848,0.0319168119252269,0.189817875818958,0.299392919396526,Ferramentas
0.0212232866617539,0.0282977155490052,0.00383198231392778,0.0109801031687546,0.0028002947678703,0.00825350036845984,0.00501105379513633,0.0141488577745026,0.00604274134119381,0.0212969786293294,0.0133382461311717,0.0453205600589536,0.0484893146647015,0.0589535740604274,0.0120854826823876,0.0229182019159912,0.00626381724392041,0.0280766396462786,0.00928518791451732,0.0254237288135593,0.00943257184966839,0.0351510685335299,0.0219602063375092,0.0316875460574797,0.130729550478998,0.378997789240973,Musica
0.025,0.0298494983277592,0.0048494983277592,0.0122073578595318,0.00376254180602007,0.00785953177257525,0.00392976588628763,0.015133779264214,0.00677257525083612,0.0217391304347826,0.017809364548495,0.0593645484949833,0.0528428093645485,0.0697324414715719,0.0118729096989966,0.0319397993311037,0.0088628762541806,0.0330267558528428,0.00769230769230769,0.026505016722408,0.00852842809364548,0.0316889632107023,0.0190635451505017,0.0267558528428094,0.162458193979933,0.300752508361204,Telefone
0.0385521726835705,0.0414742200018852,0.0103685550004713,0.0167782071825808,0.00659817136393628,0.0131963427278726,0.00565557545480253,0.0150815345461401,0.00895466113677067,0.0191346969554152,0.015552832500707,0.0459044207748138,0.0370440192289566,0.0411914412291451,0.0114996700914318,0.0174380243189745,0.0108398529550382,0.0210198887736827,0.0099915166368178,0.0217739655009897,0.0123480064096522,0.0289376944104063,0.0196059949099821,0.0273352813648789,0.0908662456404939,0.412857008200584,Internet
0.0188861317893576,0.025916735594155,0.00296388199614006,0.00916735594154949,0.00337744692583402,0.00675489385166805,0.00337744692583402,0.0104080507306314,0.00441135925006893,0.0146126275158533,0.0114419630548663,0.0476288944030879,0.058381582575131,0.0506617038875103,0.0100634132892197,0.0221946512269093,0.00682382133995037,0.0277088502894954,0.00654811138682106,0.0261924455472843,0.00992555831265509,0.0303280948442239,0.0195754066721809,0.0310862972153295,0.208161014612628,0.333402260821616,Mensagem
0.0244518817020695,0.0273888395601393,0.00464449149648248,0.0096304897206475,0.00416638207772693,0.00928898299296496,0.00430298476879995,0.014548186599276,0.00655692917150468,0.0210368144252442,0.0127040502697903,0.0517041185711358,0.0501331876237962,0.0532750495184755,0.0120893381599618,0.0305307014548187,0.00717164128133324,0.0318967283655488,0.00723994262686975,0.028686565125333,0.00860596953759989,0.0383170548459805,0.0181681579127109,0.0327163445119869,0.163513421214398,0.327231746465405,Galeria
0.031847637110795,0.0350877192982456,0.0072704283230599,0.0165165165165165,0.0055318476371108,0.0111427216690375,0.00568990042674253,0.0135925399083294,0.00869290342974553,0.0170697012802276,0.012644223170539,0.0377746167219851,0.054686265212581,0.0440177019124388,0.0121700648016437,0.019835625098783,0.00948316737790422,0.0251303935514462,0.00995732574679943,0.0208629682313893,0.0133554607238818,0.0327959538485854,0.0203888098624941,0.0286075549233444,0.11917180338233,0.386676149834045,Contactos
0.0355042016806723,0.0334733893557423,0.0100140056022409,0.0162464985994398,0.00819327731092437,0.0105742296918767,0.00609243697478992,0.0109243697478992,0.00721288515406163,0.0125350140056022,0.0129551820728291,0.0397759103641457,0.0376750700280112,0.0396358543417367,0.0112044817927171,0.0163165266106443,0.00854341736694678,0.0193977591036415,0.0110644257703081,0.017156862745098,0.0121148459383754,0.0249299719887955,0.017436974789916,0.025140056022409,0.189775910364146,0.366106442577031,Galaxy_Store
0.0199186991869919,0.0203929539295393,0.00501355013550136,0.00941734417344173,0.00521680216802168,0.00962059620596206,0.00426829268292683,0.0149051490514905,0.00548780487804878,0.0191734417344173,0.0102981029810298,0.0441734417344173,0.0392953929539295,0.056029810298103,0.00779132791327913,0.0279810298102981,0.00643631436314363,0.0404471544715447,0.00582655826558266,0.0280487804878049,0.00880758807588076,0.0359078590785908,0.0181571815718157,0.0341463414634146,0.247560975609756,0.275677506775068,S_Planner
0.0297645823961613,0.0310391363022942,0.00824711351027141,0.0157444894287,0.00487329434697856,0.0108711950817214,0.00389863547758285,0.01312040785725,0.00719748088169141,0.0200179937022042,0.0127455390613285,0.0596791123106913,0.054355975408607,0.0629029839556155,0.0123706702654071,0.0272904483430799,0.00644774328984855,0.0263907632328685,0.00637276953066427,0.0288648972859499,0.0100464837306943,0.0335882441145599,0.0189683610736242,0.0350127455390613,0.1102114260009,0.349977507872245,Email
