LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LabelName
0.0174310272284667,0.0320370259061129,0.00390695437879425,0.00739315982448759,0.00589048506341287,0.0589649576245717,0.0229007633587786,0.0464627036124301,0.0588447436436858,0.154114323495823,0.0253651499669412,0.0265672897758009,0.0139448217827733,0.068161327162349,0.0140650357636593,0.0112400072128389,0.334495401815231,0.0982148223838432,Ferramentas
0.0187914517317612,0.0557111274871039,0.00478997789240973,0.00810611643330877,0.0049373618275608,0.0540162122328666,0.0214443625644805,0.0550478997789241,0.0556374355195284,0.144141488577745,0.0277818717759764,0.0355195283714075,0.00980103168754606,0.0588061901252764,0.0198231392778187,0.0143699336772292,0.275755342667649,0.135519528371407,Musica
0.0205685618729097,0.044314381270903,0.00535117056856187,0.00719063545150502,0.00510033444816054,0.0568561872909699,0.0255852842809365,0.0706521739130435,0.0687290969899666,0.161872909698997,0.0244983277591973,0.0281772575250836,0.0116220735785953,0.0546822742474916,0.0159698996655518,0.0117892976588629,0.289799331103679,0.0972408026755853,Telefone
0.0367612404562164,0.0591007635026864,0.0101800358186446,0.0151757941370534,0.00754076727307003,0.0512772174568762,0.043924969365633,0.0759732302761806,0.0679611650485437,0.12593081346027,0.0424168159110189,0.0422282967291922,0.0214911867282496,0.0509001790932227,0.0252615703647846,0.020077292864549,0.166650956734848,0.137147704778961,Internet
0.0187482768127929,0.0421146953405018,0.00523848910945685,0.00827129859387924,0.00537634408602151,0.047215329473394,0.0225392886683209,0.0511441963054866,0.0736145574855252,0.13330576233802,0.0241935483870968,0.0294320374965536,0.0152329749103943,0.0585194375516956,0.018127929418252,0.0119933829611249,0.321546732837055,0.113385718224428,Mensagem
0.0216515265350727,0.0416638207772693,0.00553240898845707,0.00840106550099037,0.00532750495184755,0.0582610477426405,0.0257496072672632,0.0572365275595929,0.0695990711017007,0.140837374496278,0.0254081005395806,0.0271156341779933,0.0127723516153268,0.0614712109828564,0.0170753363841268,0.0136602691073014,0.301004029779387,0.107233112492316,Galeria
0.0301880828196618,0.0562667931088984,0.00608503240082187,0.0113798008534851,0.00900900900900901,0.0519203413940256,0.028844634107792,0.0627469574837996,0.0776829461039987,0.127548601232812,0.0358779832464043,0.045045045045045,0.0188873083609926,0.0561877667140825,0.0212581002054686,0.0146198830409357,0.215267899478426,0.131183815394342,Contactos
0.0350140056022409,0.0470588235294118,0.0111344537815126,0.0148459383753501,0.0109243697478992,0.0411064425770308,0.0302521008403361,0.0637955182072829,0.0670168067226891,0.108823529411765,0.0387955182072829,0.0427871148459384,0.0249299719887955,0.044187675070028,0.0226890756302521,0.0142156862745098,0.255112044817927,0.127310924369748,Galaxy_Store
0.018360433604336,0.0323848238482385,0.00528455284552846,0.00955284552845528,0.00718157181571816,0.0466124661246612,0.0239837398373984,0.05,0.056029810298103,0.135975609756098,0.0223577235772358,0.0232384823848239,0.0125338753387534,0.0511517615176152,0.0167344173441734,0.0165311653116531,0.37710027100271,0.0949864498644986,S_Planner
0.0239916029389714,0.0437846753636227,0.00712250712250712,0.0111710901184585,0.00712250712250712,0.0568301094616884,0.0371869845554056,0.0755735492577598,0.0826210826210826,0.145149197780777,0.0327635327635328,0.0261658419553156,0.0166441745389114,0.0583295846453741,0.0223421802369171,0.0193432298695457,0.214424951267056,0.119433198380567,Email
0.018628768964855,0.0361692593303886,0.00652967159592856,0.00761795019524998,0.00595352410217016,0.0543499135778759,0.0252224569489789,0.056398438000128,0.0684975353690545,0.137763267396454,0.0361052429421932,0.0318161449331029,0.0176685231419243,0.0588950771397478,0.0167082773189937,0.0158120478842584,0.294347352922348,0.111516548236349,Radio
0.0266403162055336,0.0462450592885376,0.00592885375494071,0.00845849802371542,0.00411067193675889,0.0598418972332016,0.0292490118577075,0.0650592885375494,0.0591304347826087,0.157470355731225,0.0305928853754941,0.0324901185770751,0.0127272727272727,0.0587351778656127,0.0181818181818182,0.0141501976284585,0.257707509881423,0.113280632411067,Definicoes
0.0256410256410256,0.0476547842401501,0.00931832395247029,0.0119449656035022,0.00794246404002502,0.0424640400250156,0.0267041901188243,0.0690431519699812,0.0772983114446529,0.123139462163852,0.0311444652908067,0.0292057535959975,0.0171357098186367,0.0444652908067542,0.0175109443402126,0.0203252032520325,0.286491557223265,0.112570356472795,S_Health
0.035344262295082,0.0535081967213115,0.0118688524590164,0.0142950819672131,0.0104262295081967,0.0481967213114754,0.0312131147540984,0.0650491803278689,0.0865573770491803,0.131409836065574,0.0416393442622951,0.0455737704918033,0.0249180327868853,0.052983606557377,0.024983606557377,0.0150819672131147,0.174426229508197,0.132524590163934,Video
0.0250572956455309,0.0469824293353705,0.00550038197097021,0.00893812070282659,0.006646294881589,0.0588235294117647,0.0300229182582124,0.0674560733384263,0.0666157372039725,0.147211611917494,0.026279602750191,0.0330786860198625,0.0116883116883117,0.0552330022918258,0.020855614973262,0.0157372039724981,0.266157372039725,0.107715813598166,Calculadora
0.0210223835450696,0.0487749546279492,0.00552026618269812,0.00915003024803388,0.00574712643678161,0.0548245614035088,0.0246521476104053,0.0629159104658197,0.0700241984271022,0.161902601330913,0.0276769509981851,0.0319116757410768,0.0107380520266183,0.0540683605565638,0.0166364186327889,0.0158802177858439,0.272081064730793,0.106473079249849,S_Voice
0.0409513192121888,0.0485321441843181,0.0105536975102192,0.0160535117056856,0.0111482720178372,0.0470457079152731,0.0385730211817168,0.0767001114827202,0.0673355629877369,0.123522853957637,0.0402824228911186,0.0434782608695652,0.020661464139725,0.0535117056856187,0.0223708658491267,0.0154589371980676,0.166778149386845,0.1570419918246,Chrome
0.0302957825081719,0.045045045045045,0.0109224268516304,0.0137925536155625,0.00781312285737065,0.0467990114007813,0.0367535677270191,0.0800446464163278,0.11065933189827,0.141034840149884,0.0334848122458742,0.0303755082516145,0.0204895160647373,0.046320656940126,0.0251136091844056,0.0219245794467033,0.174679103882644,0.124451885513832,Camara
0.0193577430972389,0.0347388955582233,0.00547719087635054,0.00705282112845138,0.00630252100840336,0.064000600240096,0.0261104441776711,0.0595738295318127,0.0635504201680672,0.163790516206483,0.0276860744297719,0.0298619447779112,0.016656662665066,0.0657262905162065,0.016656662665066,0.0115546218487395,0.291191476590636,0.0907112845138055,Relogio
0.0212913385826772,0.038992125984252,0.00579527559055118,0.00648818897637795,0.00491338582677165,0.0620472440944882,0.0268346456692913,0.0658897637795276,0.0795590551181102,0.155023622047244,0.0295433070866142,0.0296062992125984,0.0142362204724409,0.0643779527559055,0.0166929133858268,0.0134803149606299,0.274204724409449,0.0910236220472441,Gestor_Inteligente
0.0258808177468465,0.0414673046251994,0.00775699579527331,0.0100043497172684,0.00797448165869218,0.0570537915035523,0.0362476439031463,0.0746701464404814,0.0761200521966072,0.151660142090764,0.032695374800638,0.0268957517761346,0.0163839350442221,0.0606060606060606,0.0206611570247934,0.019573727707699,0.210091344062636,0.124256923299985,Email
0.0192917183409122,0.0313490423039824,0.00544302053190023,0.00813008130081301,0.00578751550227367,0.0490560837811768,0.0232189610031693,0.0502273666804465,0.055601488218272,0.133319553534518,0.0217720821276009,0.0210830921868541,0.0117817279867714,0.0519498415323136,0.0161223646134766,0.0152266776905057,0.390106104450875,0.0905332782141381,S_Planner
0.0378957467220978,0.0525263831148065,0.00807483210745123,0.0154301247201791,0.0093540134314039,0.053405820275024,0.0404541093700032,0.0764310841061721,0.0671570195075152,0.13351455068756,0.0394147745442917,0.0443716021746082,0.0199072593540134,0.0519667412855772,0.0216661336744483,0.0189478733610489,0.165574032619124,0.143907898944675,Internet
0.0343589048522635,0.0447953374898346,0.0108430468961778,0.0156546489563567,0.0105042016806723,0.0445920303605313,0.0341555977229602,0.0633640552995392,0.0657359718080781,0.108091623746273,0.0414746543778802,0.0417457305502846,0.0207373271889401,0.0452697207915424,0.0242613174301979,0.0145025752236378,0.251965302249932,0.127947953374898,Galaxy_Store
0.0297164461247637,0.0545179584120983,0.00824196597353497,0.0111153119092628,0.00877126654064272,0.0502835538752363,0.0290359168241966,0.0669943289224953,0.0747826086956522,0.130283553875236,0.0341776937618148,0.0418147448015123,0.0210207939508507,0.0558790170132325,0.0224574669187146,0.0176181474480151,0.208015122873346,0.135274102079395,Contactos
0.0214028395846578,0.0509288691106873,0.00416754962209508,0.00748746203291658,0.00473264109627746,0.0536130536130536,0.0232393868757505,0.0567210567210567,0.0565091474182383,0.149890513526877,0.0259942078123896,0.0393444938899484,0.0109486473122837,0.0637140637140637,0.0173059263968355,0.0110899201808293,0.273363000635728,0.129547220456311,Musica
0.0275903433798171,0.0497076023391813,0.00637276953066427,0.00772229719598141,0.00629779577147998,0.0578797420902684,0.0262408157144999,0.0656770130454341,0.0586294796821113,0.160743739691108,0.0292397660818713,0.0350877192982456,0.0132703553756185,0.0614784825311141,0.0212175738491528,0.0147698305593042,0.236842105263158,0.12123256860099,Definicoes
0.0203003337041157,0.0433815350389321,0.00479699666295884,0.00577030033370411,0.0046579532814238,0.0466490545050056,0.0200917686318131,0.0524193548387097,0.0755700778642937,0.128823692992214,0.0237068965517241,0.0292686318131257,0.0155728587319244,0.0569382647385984,0.0177280311457175,0.0106368186874305,0.331479421579533,0.112208008898776,Mensagem
0.0295461243737106,0.0439139404656646,0.0126731506041851,0.0140730916592986,0.00928381962864721,0.0476716769820218,0.0391983495431771,0.0788387857353375,0.103890362511052,0.142351900972591,0.0374300029472443,0.0344827586206896,0.0202623047450634,0.0450928381962865,0.0240200412614206,0.0200412614205718,0.168435013262599,0.128794577070439,Camara
0.0276170798898072,0.0491046831955923,0.00950413223140496,0.0136363636363636,0.00867768595041322,0.0387741046831956,0.0300964187327824,0.0714187327823691,0.0838842975206612,0.114393939393939,0.0294077134986226,0.0267906336088154,0.0172865013774105,0.0456611570247934,0.0231404958677686,0.0201790633608815,0.276446280991736,0.113980716253443,S_Health
0.021969696969697,0.0401515151515152,0.00550964187327824,0.00826446280991736,0.00730027548209366,0.0581955922865014,0.0263774104683196,0.0545454545454545,0.0632231404958678,0.141253443526171,0.0243801652892562,0.0290633608815427,0.0121900826446281,0.0597107438016529,0.0185950413223141,0.0148760330578512,0.306267217630854,0.108126721763085,Galeria
0.0223776223776224,0.0366550116550117,0.0074009324009324,0.0100815850815851,0.00536130536130536,0.0625291375291375,0.0282634032634033,0.0634032634032634,0.0782051282051282,0.159440559440559,0.0268648018648019,0.0284965034965035,0.013986013986014,0.0617715617715618,0.0182400932400932,0.0132867132867133,0.264160839160839,0.0994755244755245,Gestor_Inteligente
0.0196160851898557,0.0343982065293541,0.00497407874457055,0.00875718088832843,0.00672551492223623,0.0665545747512961,0.0281630937368642,0.0621409555835785,0.0647330811265237,0.165055345383214,0.028583438419504,0.0301947597029564,0.015412638363458,0.0700574471066274,0.0149922936808183,0.0131007426089393,0.271472607538181,0.0950679557236934,Relogio
0.0239661654135338,0.0455827067669173,0.00579573934837093,0.00736215538847118,0.00618734335839599,0.0621083959899749,0.0268640350877193,0.0651629072681704,0.0724467418546366,0.155388471177945,0.0287437343358396,0.0328164160401003,0.0114348370927318,0.0574091478696742,0.0203634085213033,0.012296365914787,0.260494987468672,0.105576441102757,Telefone
0.0361903492402026,0.0555185283924287,0.0100639829378832,0.0165955745134631,0.0120634497467342,0.0413223140495868,0.0313916288989603,0.0663156491602239,0.0867768595041322,0.126233004532125,0.0427885897094108,0.0479872034124234,0.0213942948547054,0.0505865102639296,0.0265929085577179,0.016395627832578,0.173420421221008,0.138363103172487,Video
0.0230365633710444,0.0465650106574848,0.00532874241678964,0.00852598786686342,0.0059026069847516,0.058616166584686,0.0312346286276439,0.0636169863912117,0.0716510903426791,0.157566814231841,0.0258239055582882,0.0311526479750779,0.0110673880964092,0.0533694048204624,0.0198393179209706,0.0172979176914248,0.262747991474012,0.106656828988359,Calculadora
0.0222819216182048,0.0474873577749684,0.00758533501896334,0.0072692793931732,0.00426675094816688,0.0530973451327434,0.0222819216182048,0.0656605562579014,0.072692793931732,0.162215549936789,0.0260745891276865,0.0334228824273072,0.0106668773704172,0.0530183312262958,0.0192793931731985,0.0134323640960809,0.274889380530973,0.104377370417193,S_Voice
0.0461175648528256,0.0483885055463359,0.0107432963577605,0.0145864267621626,0.0105686086121059,0.0489125687832999,0.0417503712114595,0.0793955804000349,0.0679535330596559,0.117826884444056,0.0400908376277404,0.0367717704603022,0.0179928378024282,0.0509214778583282,0.0209625294785571,0.0177308061839462,0.171980085596995,0.157306314962005,Chrome
0.017872765904262,0.0341832270966129,0.00543682039745032,0.00774903137107861,0.00731158605174353,0.0559930008748906,0.0253093363329584,0.0541807274090739,0.0638045244344457,0.143169603799525,0.0365579302587177,0.0333083364579427,0.0150606174228222,0.0591176102987127,0.0158730158730159,0.0147481564804399,0.294463192100987,0.115860517435321,Radio
0.0189940828402367,0.0303550295857988,0.0036094674556213,0.00804733727810651,0.0057396449704142,0.0563905325443787,0.0228402366863905,0.0489349112426036,0.0556804733727811,0.151065088757396,0.0258579881656805,0.0276331360946746,0.0136094674556213,0.0645562130177515,0.0161538461538462,0.0110059171597633,0.344615384615385,0.0949112426035503,Ferramentas
0.0218173639226271,0.048582995951417,0.00614784825311141,0.00659769080821712,0.00397360923676713,0.0552556605188184,0.0257159994002099,0.0623031938821412,0.068526015894437,0.163067926225821,0.0243664717348928,0.0336632178737442,0.00914679862048283,0.0551057130004498,0.0170190433348328,0.0128954865796971,0.274628879892038,0.111186084870295,S_Voice
0.0243534482758621,0.038433908045977,0.00675287356321839,0.0125,0.00876436781609195,0.0554597701149425,0.0334770114942529,0.0663074712643678,0.0745689655172414,0.143390804597701,0.0334770114942529,0.025933908045977,0.015948275862069,0.0561063218390805,0.0192528735632184,0.0189655172413793,0.246479885057471,0.119827586206897,Email
0.0385514018691589,0.0510903426791277,0.011214953271028,0.0148753894080997,0.0114485981308411,0.0488317757009346,0.036993769470405,0.0776479750778816,0.0699376947040498,0.124454828660436,0.0379283489096573,0.0419781931464174,0.0163551401869159,0.0521028037383178,0.0227414330218068,0.0141744548286604,0.171261682242991,0.158411214953271,Chrome
0.0207278059184218,0.0321914156225007,0.00606504932018128,0.00853105838443082,0.00699813383097841,0.047920554518795,0.0223273793655025,0.0495867768595041,0.0546520927752599,0.140629165555852,0.0229938683017862,0.0253932284724074,0.0124633431085044,0.0516528925619835,0.016395627832578,0.0144628099173554,0.36990135963743,0.0971074380165289,S_Planner
0.0235779546124374,0.0389773062186855,0.00641025641025641,0.00758915414087828,0.00434718538166814,0.0604921898025346,0.0237253168287651,0.0557029177718833,0.065281461833186,0.147656940760389,0.0223253757736516,0.0281461833185971,0.0108311229000884,0.0645446507515473,0.0148099027409372,0.0147362216327734,0.302092543471854,0.108753315649867,Galeria
0.0178358387019804,0.0302433786685755,0.00507038892865664,0.00888809353376283,0.00626342161775233,0.0584586017656884,0.022369362920544,0.049988069673109,0.0613815318539728,0.152648532569792,0.0297065139584825,0.0269028871391076,0.0136602242901456,0.0663326175137199,0.0148532569792412,0.0125268432355046,0.328919112383679,0.0939513242662849,Ferramentas
0.0218344155844156,0.0395292207792208,0.00592532467532468,0.00689935064935065,0.00430194805194805,0.062987012987013,0.0267045454545454,0.0663149350649351,0.0662337662337662,0.167938311688312,0.0291396103896104,0.0293019480519481,0.0123376623376623,0.0608766233766234,0.0167207792207792,0.0107954545454546,0.274594155844156,0.0975649350649351,Telefone
0.017866847826087,0.0423233695652174,0.00387228260869565,0.00862771739130435,0.00516304347826087,0.0490489130434783,0.0230978260869565,0.055570652173913,0.0665760869565217,0.125135869565217,0.0270380434782609,0.0297554347826087,0.0159646739130435,0.0538722826086956,0.0176630434782609,0.013383152173913,0.328532608695652,0.116508152173913,Mensagem
0.018430483434506,0.0352519564104439,0.00533898924888466,0.00870328384407226,0.00658231551232356,0.0667739340305712,0.0287427777371462,0.0560959555328019,0.0661157024793388,0.159657719593359,0.0281576830249397,0.0315219776201272,0.013603452058802,0.0647992393768741,0.0180647992393769,0.0124332626343889,0.284429166971404,0.09529730125064,Relogio
0.0373361048928686,0.0523664854493124,0.00983370642788615,0.0143907898944675,0.0101535017588743,0.0529261272785417,0.0406939558682443,0.0771506236008954,0.0634793732011513,0.130876239206908,0.0435721138471378,0.045810681164055,0.0223057243364247,0.053405820275024,0.0263831148065238,0.0167093060441318,0.162456028141989,0.140150303805565,Internet
0.0272238050015828,0.0462962962962963,0.00664767331433998,0.00791389680278569,0.00482747704969927,0.0631528964862298,0.0298353909465021,0.066951566951567,0.0595125039569484,0.15693257359924,0.0289648622981956,0.0341880341880342,0.0136119025007914,0.0605413105413105,0.0229503007280785,0.0145615701171257,0.248338081671415,0.107549857549858,Definicoes
0.0354166666666667,0.0524193548387097,0.0103494623655914,0.0145161290322581,0.0108198924731183,0.0491935483870968,0.0309139784946237,0.0709677419354839,0.0859543010752688,0.128897849462366,0.042741935483871,0.0492607526881721,0.0246639784946237,0.0510752688172043,0.0225806451612903,0.015994623655914,0.174126344086022,0.13010752688172,Video
