LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LBP27,LBP28,LBP29,LBP30,LBP31,LBP32,LBP33,LBP34,LBP35,LBP36,LBP37,LBP38,LBP39,LBP40,LBP41,LBP42,LBP43,LBP44,LBP45,LBP46,LBP47,LBP48,LBP49,LBP50,LBP51,LBP52,LBP53,LBP54,LBP55,LBP56,LBP57,LBP58,LBP59,LBP60,LBP61,LBP62,LBP63,LBP64,LBP65,LBP66,LBP67,LBP68,LBP69,LBP70,LBP71,LBP72,LBP73,LBP74,LBP75,LBP76,LBP77,LBP78,LBP79,LBP80,LBP81,LBP82,LBP83,LBP84,LBP85,LBP86,LabelName
0.0182725250946685,0.0330588447436437,0.000240427961771954,0.000360641942657931,0.000781390875758851,0.000540962913986897,0.0010218188375308,0.000901604856644828,0.000360641942657931,0.000721283885315862,0.00114203281841678,0.0010218188375308,0.000901604856644828,0.000841497866201839,0.000901604856644828,0.00108192582797379,0.000841497866201839,0.000661176894872874,0.00126224679930276,0.000661176894872874,0.000961711847087816,0.00108192582797379,0.052593616637615,0.00372663340746529,0.00402716835968023,0.00396706136923724,0.00552984312075494,0.00480855923543908,0.0042074893310092,0.00528941515898299,0.0042074893310092,0.00528941515898299,0.00877562060467632,0.00913626254733426,0.00571016409208391,0.00571016409208391,0.00516920117809701,0.00649155496784276,0.00901604856644828,0.00757348079581655,0.00703251788182966,0.00793412273847448,0.00997776041353609,0.128809280519324,0.010278295365751,0.00955701148043517,0.00751337380537356,0.010398509346637,0.00847508565246138,0.00625112700607081,0.00558995011119793,0.00565005710164092,0.0078740157480315,0.0114804351746108,0.00829476468113242,0.0036665264170223,0.0036665264170223,0.00474845224499609,0.00384684738835126,0.00583037807296989,0.00318567049347839,0.00330588447436437,0.00270481456993448,0.00228406563683356,0.0581835667488129,0.00114203281841678,0.000901604856644828,0.00144256777063172,0.00144256777063172,0.00108192582797379,0.00120213980885977,0.00198353068461862,0.00150267476107471,0.00114203281841678,0.00120213980885977,0.00132235378974575,0.00198353068461862,0.0015627817515177,0.00216385165594759,0.00120213980885977,0.00132235378974575,0.00138246078018874,0.000540962913986897,0.000360641942657931,0.347899260684018,0.0718278535793713,Ferramentas
0.0193809874723655,0.056005895357406,0.000294767870302137,0.000736919675755343,0.000884303610906411,0.000589535740604274,0.000736919675755343,0.00051584377302874,0.000442151805453206,0.000368459837877671,0.00147383935151068,0.000810611643330877,0.00117907148120855,0.00117907148120855,0.000810611643330877,0.000957995578481946,0.00117907148120855,0.000884303610906411,0.000884303610906411,0.00154753131908622,0.00162122328666175,0.00154753131908622,0.0487103905674282,0.00338983050847458,0.00375829034635225,0.00427413411938099,0.00390567428150332,0.00361090641120118,0.00692704495210022,0.00471628592483419,0.00405305821665439,0.00707442888725129,0.0114959469417833,0.00943257184966839,0.00707442888725129,0.00552689756816507,0.00788504053058217,0.00692704495210022,0.00736919675755343,0.00655858511422255,0.00707442888725129,0.00906411201179072,0.00965364775239499,0.112896094325718,0.0123802505526898,0.00876934414148858,0.0049373618275608,0.00788504053058217,0.00714812085482682,0.00921149594694178,0.00582166543846721,0.0049373618275608,0.0114222549742078,0.0179808400884304,0.0103905674281503,0.00375829034635225,0.00434782608695652,0.00648489314664702,0.00316875460574797,0.00243183492999263,0.00243183492999263,0.0028002947678703,0.00272660280029477,0.00250552689756816,0.0483419307295505,0.00316875460574797,0.00117907148120855,0.00162122328666175,0.0023581429624171,0.00176860722181282,0.00147383935151068,0.00176860722181282,0.00169491525423729,0.0028002947678703,0.00147383935151068,0.00154753131908622,0.00110537951363301,0.00176860722181282,0.00162122328666175,0.00103168754605748,0.00191599115696389,0.00198968312453943,0.00154753131908622,0.000221075902726603,0.291304347826087,0.111348563006632,Musica
0.0221571906354515,0.0418896321070234,0.000836120401337793,0.00142140468227425,0.000668896321070234,0.00125418060200669,0.00108695652173913,0.000919732441471572,0.00150501672240803,0.000836120401337793,0.000585284280936455,0.000836120401337793,0.000919732441471572,0.00142140468227425,0.00117056856187291,0.000668896321070234,0.00133779264214047,0.000919732441471572,0.00100334448160535,0.00100334448160535,0.000585284280936455,0.00167224080267559,0.0516722408026756,0.0028428093645485,0.00468227424749164,0.00459866220735786,0.00710702341137124,0.0044314381270903,0.00693979933110368,0.006438127090301,0.006438127090301,0.00785953177257525,0.0141304347826087,0.0132943143812709,0.00652173913043478,0.00560200668896321,0.00994983277591973,0.00919732441471572,0.00785953177257525,0.00944816053511706,0.00994983277591973,0.00919732441471572,0.0124581939799331,0.128344481605351,0.00969899665551839,0.00869565217391304,0.00919732441471572,0.00777591973244147,0.00785953177257525,0.00919732441471572,0.00618729096989967,0.00576923076923077,0.0115384615384615,0.0132943143812709,0.0088628762541806,0.00384615384615385,0.00334448160535117,0.00568561872909699,0.00351170568561873,0.00334448160535117,0.0024247491638796,0.00309364548494983,0.00334448160535117,0.00225752508361204,0.0479933110367893,0.000836120401337793,0.00108695652173913,0.000585284280936455,0.00117056856187291,0.00100334448160535,0.000836120401337793,0.00108695652173913,0.00142140468227425,0.00142140468227425,0.00108695652173913,0.00150501672240803,0.000836120401337793,0.0020066889632107,0.00175585284280937,0.00150501672240803,0.00192307692307692,0.00108695652173913,0.00117056856187291,0,0.305351170568562,0.0717391304347826,Telefone
0.0384579130926572,0.0575926100480724,0.00207371100009426,0.00103685550004713,0.00207371100009426,0.00179093222735413,0.00160241304552738,0.00188519181826751,0.00226223018192101,0.00141389386370063,0.00254500895466114,0.00226223018192101,0.00179093222735413,0.00197945140918088,0.00122537468187388,0.00235648977283439,0.00197945140918088,0.00103685550004713,0.00188519181826751,0.00160241304552738,0.0011311150909605,0.00179093222735413,0.0443962673201998,0.00772928645489679,0.00904892072768404,0.00876614195494392,0.00895466113677067,0.00763502686398341,0.0102742954095579,0.00980299745499105,0.00848336318220379,0.011311150909605,0.0162126496371006,0.0118767084550853,0.00782354604581016,0.0102742954095579,0.00970873786407767,0.00904892072768404,0.0104628145913847,0.00923743990951079,0.00857762277311716,0.0121594872278254,0.0121594872278254,0.0855877085493449,0.0107455933641248,0.00848336318220379,0.00895466113677067,0.00952021868225092,0.0104628145913847,0.00961447827316429,0.00914318031859742,0.00716372890941653,0.0118767084550853,0.018569139409935,0.0140446790460929,0.00886040154585729,0.00848336318220379,0.00801206522763691,0.00791780563672354,0.00782354604581016,0.00565557545480253,0.00584409463662928,0.00546705627297578,0.00725798850032991,0.0366669808653031,0.00160241304552738,0.00169667263644076,0.00263926854557451,0.00254500895466114,0.00216797059100764,0.00245074936374776,0.00235648977283439,0.00254500895466114,0.00282778772740126,0.00197945140918088,0.00169667263644076,0.00188519181826751,0.00292204731831464,0.00197945140918088,0.00254500895466114,0.00235648977283439,0.00358186445470827,0.00179093222735413,0.000188519181826751,0.190781412008672,0.0855877085493449,Internet
0.0199200441135925,0.0426661152467604,0.000482492417976289,0.000758202371105597,0.000896057347670251,0.000551419906258616,0.00103391232423491,0.00130962227736421,0.00110283981251723,0.00124069478908189,0.00068927488282327,0.000482492417976289,0.00117176730079956,0.00103391232423491,0.000758202371105597,0.00103391232423491,0.000896057347670251,0.000758202371105597,0.00110283981251723,0.00068927488282327,0.000827129859387924,0.00110283981251723,0.0424593327819134,0.00427350427350427,0.00475599669148056,0.00399779432037497,0.00441135925006893,0.00461814171491591,0.00565205403915081,0.00503170664460987,0.00496277915632754,0.00523848910945685,0.0079266611524676,0.00737524124620899,0.00675489385166805,0.00709953129307968,0.00737524124620899,0.00682382133995037,0.00840915357044389,0.00971877584780811,0.00930521091811414,0.00875379101185553,0.0139922801213124,0.106492969396195,0.0115108905431486,0.00923628342983182,0.0086848635235732,0.0114419630548663,0.00889164598842018,0.00806451612903226,0.00572098152743314,0.00654811138682106,0.00854700854700855,0.0114419630548663,0.00882271850013785,0.0043424317617866,0.00344637441411635,0.00544527157430383,0.00544527157430383,0.00551419906258616,0.00454921422663358,0.00248138957816377,0.0033085194375517,0.00317066446098704,0.0461124896608768,0.00130962227736421,0.00172318720705818,0.00165425971877585,0.00144747725392887,0.00172318720705818,0.00165425971877585,0.00186104218362283,0.00186104218362283,0.00117176730079956,0.00213675213675214,0.00172318720705818,0.00234353460159912,0.00186104218362283,0.0017921146953405,0.00158533223049352,0.0017921146953405,0.000827129859387924,0.000620347394540943,0,0.337262200165426,0.0849875930521092,Mensagem
0.0227443480636569,0.0418687248138788,0.000204904036609521,0.000409808073219042,0.000956218837511099,0.000887917491974592,0.00102452018304761,0.00129772556519363,0.00129772556519363,0.000887917491974592,0.00129772556519363,0.00150262960180316,0.000751314800901578,0.00122942421965713,0.00122942421965713,0.000887917491974592,0.00102452018304761,0.00136602691073014,0.000819616146438085,0.000819616146438085,0.00102452018304761,0.00150262960180316,0.0510894064613073,0.00375657400450789,0.00457619015094597,0.00525920360631104,0.00519090226077454,0.00546410764292057,0.00744484666347927,0.00594221706167612,0.00607881975274913,0.00696673724472372,0.0112014206679872,0.00956218837511099,0.00655692917150468,0.00635202513489516,0.00949388702957448,0.00894747626528243,0.00956218837511099,0.00778635339116181,0.00826446280991736,0.00833276415545386,0.0110648179769141,0.108257632675364,0.0128406529608633,0.00922068164742845,0.00846936684652688,0.0103135031760126,0.00799125742777133,0.00956218837511099,0.00689843589918721,0.00553240898845707,0.00833276415545386,0.014821391981422,0.00764975070008879,0.00396147804111741,0.0047810941875555,0.00505429956970152,0.00307356054914282,0.00409808073219042,0.00273205382146028,0.00307356054914282,0.00334676593128885,0.00225394440270473,0.0508845024246978,0.00204904036609521,0.00163923229287617,0.00136602691073014,0.00129772556519363,0.00136602691073014,0.00150262960180316,0.00252714978485076,0.00170753363841268,0.00177583498394918,0.00170753363841268,0.00116112287412062,0.00150262960180316,0.00170753363841268,0.0019807390205587,0.00136602691073014,0.00218564305716823,0.00170753363841268,0.00116112287412062,0.000136602691073014,0.314732600232225,0.0783416433303736,Galeria
0.0314525051367157,0.0559506875296349,0.00110636952742216,0.00142247510668563,0.00118539592223803,0.00110636952742216,0.00110636952742216,0.00134344871186976,0.00118539592223803,0.00118539592223803,0.00173858068594911,0.00102734313260629,0.00205468626521258,0.000711237553342817,0.00205468626521258,0.00158052789631737,0.00158052789631737,0.00118539592223803,0.00110636952742216,0.000948316737790422,0.00165955429113324,0.00268689742373953,0.0413308044886992,0.00442547810968864,0.00458353089932037,0.00466255729413624,0.00655919076971709,0.00584795321637427,0.00663821716453295,0.00640113798008535,0.00592697961119014,0.00711237553342817,0.01319740793425,0.0113007744586692,0.00663821716453295,0.00829777145566619,0.0112217480638533,0.0109846688794057,0.0102734313260629,0.00972024656235182,0.00932511458827248,0.0129603287498024,0.015015015015015,0.0928560139086455,0.0115378536431168,0.0116959064327485,0.0104314841156946,0.00806069227121859,0.0110636952742216,0.0139086454875929,0.00956219377272009,0.00798166587640272,0.0115378536431168,0.0183341235972815,0.0105105105105105,0.00663821716453295,0.00782361308677098,0.00845582424529793,0.00592697961119014,0.0055318476371108,0.00355618776671408,0.00355618776671408,0.0042674253200569,0.00466255729413624,0.0420420420420421,0.00142247510668563,0.00134344871186976,0.0012644223170539,0.00197565987039671,0.00158052789631737,0.00205468626521258,0.00244981823929192,0.00237079184447606,0.0027659238185554,0.000869290342974553,0.00189663347558084,0.00189663347558084,0.00237079184447606,0.0012644223170539,0.0012644223170539,0.00189663347558084,0.00142247510668563,0.00102734313260629,0.0012644223170539,0.23700015805279,0.0928560139086455,Contactos
0.0378151260504202,0.0470588235294118,0.000980392156862745,0.000980392156862745,0.000910364145658263,0.00168067226890756,0.00203081232492997,0.00189075630252101,0.00196078431372549,0.0015406162464986,0.00245098039215686,0.00140056022408964,0.00210084033613445,0.00126050420168067,0.00189075630252101,0.0015406162464986,0.00245098039215686,0.00182072829131653,0.00252100840336135,0.00210084033613445,0.00175070028011205,0.00147058823529412,0.0288515406162465,0.00357142857142857,0.00434173669467787,0.00490196078431373,0.00700280112044818,0.00595238095238095,0.00896358543417367,0.00798319327731092,0.00595238095238095,0.00882352941176471,0.0150560224089636,0.0119747899159664,0.00721288515406163,0.00917366946778712,0.0108543417366947,0.0102240896358543,0.0103641456582633,0.00952380952380952,0.00987394957983193,0.00931372549019608,0.00987394957983193,0.0702380952380952,0.0111344537815126,0.0100840336134454,0.00973389355742297,0.0138655462184874,0.0092436974789916,0.0118347338935574,0.0092436974789916,0.00882352941176471,0.0128151260504202,0.0177871148459384,0.0104341736694678,0.007703081232493,0.00959383753501401,0.0100140056022409,0.00882352941176471,0.00805322128851541,0.00553221288515406,0.00504201680672269,0.00413165266106443,0.00399159663865546,0.0303921568627451,0.00294117647058823,0.00182072829131653,0.00280112044817927,0.00196078431372549,0.00294117647058823,0.00259103641456583,0.00287114845938375,0.00224089635854342,0.00210084033613445,0.00203081232492997,0.0015406162464986,0.00210084033613445,0.00182072829131653,0.00210084033613445,0.00189075630252101,0.00119047619047619,0.00189075630252101,0.0007703081232493,0,0.273249299719888,0.0812324929971989,Galaxy_Store
0.0197831978319783,0.0335365853658537,0.00040650406504065,0.000542005420054201,0.000948509485094851,0.000745257452574526,0.000609756097560976,0.00115176151761518,0.0010840108401084,0.00115176151761518,0.00115176151761518,0.00128726287262873,0.00115176151761518,0.00142276422764228,0.00142276422764228,0.0016260162601626,0.00101626016260163,0.0010840108401084,0.00155826558265583,0.000813008130081301,0.0010840108401084,0.0013550135501355,0.0399728997289973,0.00345528455284553,0.0037940379403794,0.00392953929539295,0.00501355013550136,0.00535230352303523,0.00663956639566396,0.00724932249322493,0.00426829268292683,0.00501355013550136,0.00962059620596206,0.0101626016260163,0.00562330623306233,0.00724932249322493,0.00602981029810298,0.00792682926829268,0.00819783197831978,0.00711382113821138,0.00873983739837398,0.00765582655826558,0.00887533875338753,0.116937669376694,0.00901084010840108,0.00684281842818428,0.00657181571815718,0.00948509485094851,0.00623306233062331,0.00562330623306233,0.00508130081300813,0.00453929539295393,0.00636856368563686,0.0115853658536585,0.00582655826558266,0.00318428184281843,0.00420054200542005,0.00426829268292683,0.00426829268292683,0.00420054200542005,0.00386178861788618,0.00365853658536585,0.00155826558265583,0.0024390243902439,0.0416666666666667,0.00142276422764228,0.00115176151761518,0.00155826558265583,0.00121951219512195,0.0016260162601626,0.0016260162601626,0.00182926829268293,0.00176151761517615,0.0016260162601626,0.00115176151761518,0.00142276422764228,0.00155826558265583,0.00196476964769648,0.0018970189701897,0.0024390243902439,0.0016260162601626,0.00277777777777778,0.00142276422764228,0.0013550135501355,0.390176151761518,0.064159891598916,S_Planner
0.0259409206777628,0.0436347278452542,0.000524816314289999,0.00104963262858,0.00104963262858,0.00104963262858,0.00149947518368571,0.00127455390613285,0.00202429149797571,0.00119958014694857,0.00149947518368571,0.00119958014694857,0.00187434397960714,0.00134952766531714,0.00157444894286999,0.00119958014694857,0.00119958014694857,0.00172439646123857,0.00119958014694857,0.00119958014694857,0.000899685110211426,0.00104963262858,0.0507572349677613,0.00457339931024142,0.00862198230619283,0.00817213975108712,0.00869695606537712,0.00914679862048283,0.00832208726945569,0.00997150997150997,0.00869695606537712,0.00884690358374569,0.01312040785725,0.0119958014694857,0.00802219223271855,0.0106462738041685,0.00997150997150997,0.00967161493477283,0.0113960113960114,0.00952166741640426,0.00974658869395711,0.00809716599190283,0.0118458539511171,0.109086819613135,0.0137951716899085,0.01154595891438,0.0101214574898785,0.0125206177837757,0.0107962213225371,0.0092967461388514,0.00772229719598141,0.00637276953066427,0.00764732343679712,0.0129704603388814,0.00817213975108712,0.00584795321637427,0.00704753336332284,0.00629779577147998,0.00712250712250712,0.00787224471434998,0.00577297945718998,0.00494826810616284,0.00307392412655571,0.00254910781226571,0.0449842555105713,0.00172439646123857,0.00127455390613285,0.00164942270205428,0.00224921277552856,0.00209926525715999,0.00217423901634428,0.00254910781226571,0.00194931773879142,0.00254910781226571,0.00247413405308142,0.00217423901634428,0.00232418653471285,0.00292397660818713,0.00299895036737142,0.00239916029389714,0.00247413405308142,0.00299895036737142,0.00104963262858,0.000599790073474284,0.234218023691708,0.0745239166291798,Email
