LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LabelName
0.0174310272284667,0.0304141371641522,0.0026447075794915,0.00252449359860552,0.0031255635030354,0.00655166195828575,0.00360641942657931,0.0539159704273607,0.0094367974995492,0.0167698503335938,0.0256656849191561,0.0332992727054156,0.0404520045681313,0.146961591633107,0.0229608703492216,0.0164092083909359,0.0171905992666947,0.0151469615916331,0.00805433671936046,0.0633527679269099,0.0063112339965138,0.0117809701268257,0.0067920899200577,0.00655166195828575,0.334375187834345,0.0982749293742862,Ferramentas
0.0187177597641857,0.0540899042004422,0.00316875460574797,0.00456890198968312,0.0028002947678703,0.00619012527634488,0.0025792188651437,0.0491525423728814,0.010759027266028,0.0147383935151069,0.0272660280029477,0.0407516580692704,0.0378776713338246,0.131982313927782,0.0308032424465733,0.0145910095799558,0.021518054532056,0.0187914517317612,0.00449521002210759,0.0476787030213707,0.00736919675755343,0.0221075902726603,0.0079587324981577,0.00869565217391304,0.275681650700074,0.135666912306559,Musica
0.0205685618729097,0.0425585284280936,0.00376254180602007,0.00367892976588629,0.00342809364548495,0.00518394648829431,0.00292642140468227,0.0520066889632107,0.00877926421404682,0.0184782608695652,0.0367892976588629,0.0506688963210702,0.0467391304347826,0.150919732441472,0.0311872909698997,0.0119565217391304,0.0173076923076923,0.0155518394648829,0.00719063545150502,0.0500836120401338,0.00451505016722408,0.013628762541806,0.00861204013377927,0.00576923076923077,0.289799331103679,0.0979096989966555,Telefone
0.0367612404562164,0.0556131586388915,0.00688095013667641,0.00716372890941653,0.0065039117730229,0.011311150909605,0.00395890281836177,0.0427938542746725,0.0196059949099821,0.0309171458195871,0.0423225563201056,0.0508059195023094,0.0466584975021208,0.106890376095768,0.0370440192289566,0.0285606560467528,0.0269582430012254,0.0250730511829579,0.0127250447733057,0.0411914412291451,0.0114996700914318,0.0210198887736827,0.0127250447733057,0.0117824488641719,0.165991139598454,0.137241964369875,Internet
0.0187482768127929,0.040046870692032,0.00282602701957541,0.00503170664460987,0.00323959194926937,0.00641025641025641,0.00310173697270471,0.0428728977116074,0.00951199338296112,0.0157843948166529,0.0257788806175903,0.039633305762338,0.0550041356492969,0.125930521091811,0.0218500137854977,0.0146815550041357,0.0191618417424869,0.0153019023986766,0.0110283981251723,0.0500413564929694,0.00834022608216157,0.0155776123518059,0.00958092087124345,0.00530741659773918,0.321546732837055,0.113661428177557,Mensagem
0.0215832251895362,0.0395464790656376,0.00402977938665392,0.00361997131343487,0.00443958745987296,0.00628372378935865,0.00273205382146028,0.05279694009972,0.0105867085581586,0.0185096646403934,0.0312820162557202,0.0409125059763677,0.0488354620586026,0.131753295539922,0.0265692234137012,0.0150945973635681,0.0189194727136125,0.0138651731439109,0.00764975070008879,0.0537531589372311,0.00696673724472372,0.0142066798715935,0.0102452018304761,0.00758144935455228,0.300662523051704,0.107574619219999,Galeria
0.0301880828196618,0.0529476845266319,0.00442547810968864,0.00497866287339972,0.00584795321637427,0.00821874506085032,0.00513671566303145,0.0439386755176229,0.0155681997787261,0.019203413940256,0.0319266635056109,0.0482851272324957,0.0560297139244508,0.113718982140035,0.0314525051367157,0.0243401296032875,0.0286865813181603,0.0242611032084716,0.0106685633001423,0.0465465465465466,0.0109846688794057,0.0173067804646752,0.00987829935198356,0.00861387703492967,0.214951793899162,0.131895052947684,Contactos
0.0349439775910364,0.0428571428571429,0.00686274509803922,0.00882352941176471,0.00700280112044818,0.0103641456582633,0.0069327731092437,0.0334733893557423,0.0168767507002801,0.0202380952380952,0.0357843137254902,0.0448879551820728,0.0434873949579832,0.0932773109243697,0.0353641456582633,0.0245798319327731,0.0305322128851541,0.0238795518207283,0.0151960784313726,0.0340336134453781,0.0108543417366947,0.0198179271708683,0.00868347338935574,0.00833333333333333,0.255112044817927,0.127801120448179,Galaxy_Store
0.0182926829268293,0.0307588075880759,0.0029810298102981,0.0035230352303523,0.0043360433604336,0.00704607046070461,0.00514905149051491,0.041260162601626,0.0103658536585366,0.0172086720867209,0.028929539295393,0.0348915989159892,0.0376693766937669,0.129336043360434,0.0206639566395664,0.0142953929539295,0.0160569105691057,0.0116531165311653,0.00833333333333333,0.0455284552845528,0.00704607046070461,0.0111788617886179,0.0104336043360434,0.0106368563685637,0.37710027100271,0.0953252032520325,S_Planner
0.0239916029389714,0.0402609086819613,0.00547308442045284,0.00494826810616284,0.00509821562453141,0.00809716599190283,0.00449842555105713,0.0504573399310241,0.0134952766531714,0.0282651072124756,0.042285200179937,0.0524066576698156,0.0565302144249513,0.133978107662318,0.0293147398410556,0.0220422852001799,0.0179187284450442,0.0139451192082771,0.0110961163592743,0.0502324186534713,0.0105713000449842,0.0155195681511471,0.0140950667266457,0.0111710901184585,0.214050082471135,0.120257909731594,Email
0.018628768964855,0.0338006529671596,0.00403303245630882,0.00435311439728571,0.00352090135074579,0.00601754049036553,0.00409704884450419,0.0496767172396133,0.00941040906472057,0.0192689328468088,0.0292554894052878,0.041994750656168,0.046731963382626,0.128160809167147,0.0273349977594264,0.0252864733371743,0.0223417194801869,0.0156840151078676,0.0114589334869727,0.0518532744382562,0.00825811407720376,0.0133154087446386,0.00966647461750208,0.00973049100569746,0.294155303757762,0.111964662953716,Radio
0.0265612648221344,0.0440316205533597,0.00490118577075099,0.00363636363636364,0.00276679841897233,0.00656126482213439,0.00245059288537549,0.0540711462450593,0.0127272727272727,0.0207905138339921,0.0346245059288538,0.0444268774703557,0.0415810276679842,0.144189723320158,0.0318577075098814,0.0171541501976285,0.0209486166007905,0.0165217391304348,0.00774703557312253,0.0520948616600791,0.00577075098814229,0.0143873517786561,0.011699604743083,0.00782608695652174,0.257312252964427,0.113359683794466,Definicoes
0.0256410256410256,0.0429018136335209,0.00656660412757974,0.00725453408380238,0.00575359599749844,0.00881801125703565,0.00481550969355847,0.0353971232020013,0.0129455909943715,0.0204502814258912,0.0350844277673546,0.0499687304565353,0.0528455284552846,0.110006253908693,0.0337711069418387,0.0193871169480926,0.0163852407754847,0.0182614133833646,0.0105065666041276,0.0357098186366479,0.00981863664790494,0.0148217636022514,0.0116948092557849,0.0123202001250782,0.286241400875547,0.112632895559725,S_Health
0.0354754098360656,0.0487868852459016,0.00760655737704918,0.00832786885245902,0.00668852459016393,0.0116065573770492,0.00609836065573771,0.0400655737704918,0.0157377049180328,0.0213114754098361,0.0350819672131147,0.0479344262295082,0.0603934426229508,0.119737704918033,0.0337049180327869,0.0287213114754098,0.0311475409836066,0.024983606557377,0.0152786885245902,0.0394754098360656,0.0150163934426229,0.0208524590163934,0.0099672131147541,0.00878688524590164,0.174360655737705,0.132852459016393,Video
