LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LBP27,LBP28,LBP29,LBP30,LBP31,LBP32,LBP33,LBP34,LBP35,LBP36,LBP37,LBP38,LBP39,LBP40,LBP41,LBP42,LBP43,LBP44,LBP45,LBP46,LBP47,LBP48,LBP49,LBP50,LabelName
0.0171304922762517,0.0135240728496724,0.00258460058904851,0.00246438660816253,0.00204363767506161,0.0067920899200577,0.00222395864639058,0.00192342369417563,0.00138246078018874,0.00751337380537356,0.00288513554126345,0.00300534952214943,0.00300534952214943,0.0119011841077117,0.00240427961771954,0.00354631243613632,0.00270481456993448,0.015868245476949,0.00480855923543908,0.00667187593917172,0.00492877321632506,0.0259061128809281,0.0173108132475807,0.0204964837410591,0.0198353068461862,0.0530143655707159,0.0144256777063172,0.00817455070024644,0.00571016409208391,0.0266273967662439,0.00480855923543908,0.0046883452545531,0.00396706136923724,0.0305944581354812,0.00444791729278115,0.00534952214942598,0.0026447075794915,0.0327583097914287,0.00336599146480736,0.00342609845525035,0.00516920117809701,0.0378674039790828,0.00775380176714552,0.00901604856644828,0.00673198292961471,0.0239225821963094,0.00516920117809701,0.00583037807296989,0.189216805914528,0.302458375909118,Ferramentas
0.0211495946941783,0.0247605011053795,0.0028002947678703,0.00272660280029477,0.00132645541635962,0.00825350036845984,0.0028002947678703,0.00132645541635962,0.00110537951363301,0.00633750921149595,0.00206337509211496,0.00338983050847458,0.00191599115696389,0.0103905674281503,0.00346352247605011,0.00243183492999263,0.00302137067059691,0.0131171702284451,0.00700073691967576,0.00736919675755343,0.00626381724392041,0.0240972733971997,0.0170228445099484,0.0225497420781135,0.023581429624171,0.0499631540162122,0.0136330140014738,0.00869565217391304,0.00449521002210759,0.0185703758290346,0.00456890198968312,0.00501105379513633,0.00198968312453943,0.0221075902726603,0.00501105379513633,0.00596904937361828,0.00324244657332351,0.0188651436993368,0.00574797347089167,0.00375829034635225,0.0049373618275608,0.0247605011053795,0.00803242446573323,0.0133382461311717,0.00832719233603537,0.0194546794399411,0.00714812085482682,0.00884303610906411,0.128887251289609,0.384377302873987,Musica
0.0248327759197324,0.0239966555183946,0.00434782608695652,0.00334448160535117,0.00234113712374582,0.00944816053511706,0.00309364548494983,0.00225752508361204,0.00158862876254181,0.00526755852842809,0.00225752508361204,0.00225752508361204,0.0020066889632107,0.0104515050167224,0.00392976588628763,0.0040133779264214,0.00234113712374582,0.0146321070234114,0.00593645484949833,0.00969899665551839,0.00735785953177258,0.0313545150501672,0.0205685618729097,0.0285953177257525,0.0255016722408027,0.0566053511705686,0.0184782608695652,0.00852842809364548,0.00468227424749164,0.0244983277591973,0.00627090301003344,0.00668896321070234,0.00301003344481605,0.027257525083612,0.00501672240802676,0.0048494983277592,0.00275919732441472,0.0222408026755853,0.00409698996655518,0.00493311036789298,0.00342809364548495,0.0231605351170569,0.00760869565217391,0.0088628762541806,0.00802675585284281,0.0187290969899666,0.00677257525083612,0.00593645484949833,0.160869565217391,0.305267558528428,Telefone
0.0385521726835705,0.0311056650014139,0.00772928645489679,0.00640965218210953,0.0049957583184089,0.0110283721368649,0.0053727966820624,0.00433594118201527,0.00273352813648789,0.00914318031859742,0.00320482609105476,0.00424168159110189,0.00216797059100764,0.00942595909133754,0.00509001790932227,0.00433594118201527,0.00443020077292865,0.0110283721368649,0.00688095013667641,0.00829484400037704,0.00593835422754265,0.0224337826373834,0.0173437647280611,0.02233952304647,0.0174380243189745,0.0292204731831464,0.0121594872278254,0.00895466113677067,0.00603261381845603,0.0102742954095579,0.00669243095484966,0.0061268734093694,0.00471297954566877,0.0141389386370063,0.0061268734093694,0.0057498350457159,0.00443020077292865,0.0123480064096522,0.00754076727307003,0.00763502686398341,0.00565557545480253,0.0159298708643605,0.00810632481855029,0.0122537468187388,0.00857762277311716,0.0137619002733528,0.00904892072768404,0.00989725704590442,0.0890753134131398,0.419549439155434,Internet
0.0188172043010753,0.0226082161566033,0.00248138957816377,0.0017921146953405,0.00130962227736421,0.0061345464571271,0.00296388199614006,0.00234353460159912,0.00137854976564654,0.00482492417976289,0.0017921146953405,0.00192996967190516,0.00144747725392887,0.00682382133995037,0.0025503170664461,0.00261924455472843,0.00241246208988144,0.00827129859387924,0.00530741659773918,0.00496277915632754,0.00592776399228012,0.0216432313206507,0.0161979597463468,0.0276399228012131,0.032051282051282,0.0473531844499587,0.0106148331954784,0.00620347394540943,0.00503170664460987,0.018334711883099,0.003584229390681,0.003584229390681,0.00337744692583402,0.0232285635511442,0.00406672180865729,0.00310173697270471,0.00379101185552799,0.0208161014612628,0.00454921422663358,0.00537634408602151,0.00475599669148056,0.0204025365315688,0.0076509511993383,0.0100634132892197,0.0086848635235732,0.0220567962503446,0.00661703887510339,0.00647918389853874,0.20705817480011,0.336986490212297,Mensagem
0.0244518817020695,0.0213100198073902,0.00450788880540947,0.00252714978485076,0.00300525920360631,0.00594221706167612,0.0029369578580698,0.00300525920360631,0.00157093094733966,0.00587391571613961,0.0029369578580698,0.00300525920360631,0.00184413632948569,0.0111331193224506,0.0029369578580698,0.00341506727682535,0.0029369578580698,0.014821391981422,0.00505429956970152,0.00662523051704119,0.00519090226077454,0.0286182637797965,0.0171436377296633,0.02424697766546,0.0255447032306536,0.0466498190014343,0.0121576395054983,0.00819616146438085,0.00539580629738406,0.0249982924663616,0.00491769687862851,0.00505429956970152,0.00266375247592378,0.0270473328324568,0.00416638207772693,0.00443958745987296,0.00314186189467933,0.024656785738679,0.00402977938665392,0.00416638207772693,0.0038931766955809,0.0294378799262346,0.00601051840721262,0.0103818045215491,0.0077180520456253,0.0211051157707807,0.00805955877330783,0.00723994262686975,0.162762106413496,0.331124923160986,Galeria
0.0317686107159791,0.0286075549233444,0.00497866287339972,0.00418839892524103,0.00339813497708234,0.0119329856171961,0.00466255729413624,0.003003003003003,0.003003003003003,0.00758653390232338,0.00308202939781887,0.00331910858226648,0.0027659238185554,0.00774458669195511,0.00521574205784732,0.00466255729413624,0.00379326695116169,0.0100363521416153,0.00568990042674253,0.00821874506085032,0.00529476845266319,0.0128022759601707,0.0151730678046468,0.0273431326062905,0.028212422949265,0.0376165639323534,0.0132764343290659,0.00782361308677098,0.00608503240082187,0.0130393551446183,0.00695432274379643,0.00482061008376798,0.00395131974079342,0.0188082819661767,0.00624308519045361,0.00545282124229493,0.00442547810968864,0.0139086454875929,0.00600600600600601,0.00600600600600601,0.00695432274379643,0.0180970444128339,0.0112217480638533,0.0122490911964596,0.00956219377272009,0.0155681997787261,0.00861387703492967,0.00711237553342817,0.11877667140825,0.390943575154101,Contactos
0.0354341736694678,0.0239495798319328,0.00700280112044818,0.00644257703081232,0.00511204481792717,0.0100840336134454,0.00560224089635854,0.00567226890756303,0.00280112044817927,0.00588235294117647,0.00469187675070028,0.00336134453781513,0.00273109243697479,0.00609243697478992,0.00448179271708683,0.00329131652661064,0.00399159663865546,0.0069327731092437,0.00483193277310924,0.00490196078431373,0.00679271708683473,0.0182072829131653,0.0145658263305322,0.0214285714285714,0.0177871148459384,0.0282212885154062,0.0142857142857143,0.00896358543417367,0.00560224089635854,0.0101540616246499,0.00518207282913165,0.00504201680672269,0.00420168067226891,0.0135854341736695,0.00504201680672269,0.00553221288515406,0.00469187675070028,0.0122549019607843,0.00476190476190476,0.00532212885154062,0.00609243697478992,0.0132352941176471,0.00854341736694678,0.0107142857142857,0.00903361344537815,0.0119747899159664,0.00749299719887955,0.00812324929971989,0.189005602240896,0.370868347338936,Galaxy_Store
0.0199186991869919,0.0151761517615176,0.0037940379403794,0.00311653116531165,0.0021680216802168,0.00609756097560976,0.00345528455284553,0.0021680216802168,0.00291327913279133,0.00616531165311653,0.0035230352303523,0.00264227642276423,0.00182926829268293,0.0112466124661247,0.00311653116531165,0.00277777777777778,0.0029810298102981,0.0132791327913279,0.00508130081300813,0.00474254742547426,0.00426829268292683,0.0251355013550136,0.0159891598915989,0.0171409214092141,0.0203252032520325,0.0512195121951219,0.0100271002710027,0.00494579945799458,0.0035230352303523,0.0232384823848239,0.0043360433604336,0.00392953929539295,0.00284552845528455,0.035840108401084,0.00345528455284553,0.00372628726287263,0.00257452574525745,0.0245934959349593,0.00304878048780488,0.00426829268292683,0.00359078590785908,0.0296070460704607,0.00494579945799458,0.00894308943089431,0.00907859078590786,0.0224254742547426,0.00616531165311653,0.00867208672086721,0.246815718157182,0.279132791327913,S_Planner
0.0296896086369771,0.0243664717348928,0.0046483730694257,0.00449842555105713,0.00389863547758285,0.01154595891438,0.00487329434697856,0.00367371420002999,0.00157444894286999,0.00764732343679712,0.00307392412655571,0.00209926525715999,0.00194931773879142,0.0104213525266157,0.00269905533063428,0.00382366171839856,0.00307392412655571,0.0143949617633828,0.00404858299595142,0.00637276953066427,0.00494826810616284,0.0294646873594242,0.0229419703103914,0.0260908681961314,0.0288648972859499,0.0500824711351027,0.0163442795021742,0.0107962213225371,0.0056980056980057,0.0212925476083371,0.00577297945718998,0.0046483730694257,0.00194931773879142,0.0219673114409956,0.00382366171839856,0.00427350427350427,0.00239916029389714,0.0224171539961014,0.00539811066126856,0.00532313690208427,0.00532313690208427,0.0220422852001799,0.00727245464087569,0.00944669365721997,0.00989653621232569,0.0191183085919928,0.0100464837306943,0.0104963262858,0.109011845853951,0.354475933423302,Email
