LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LBP27,LBP28,LBP29,LBP30,LBP31,LBP32,LBP33,LBP34,LBP35,LBP36,LBP37,LBP38,LBP39,LBP40,LBP41,LBP42,LBP43,LBP44,LBP45,LBP46,LBP47,LBP48,LBP49,LBP50,LBP51,LBP52,LBP53,LBP54,LBP55,LBP56,LBP57,LBP58,LBP59,LBP60,LBP61,LBP62,LBP63,LBP64,LBP65,LBP66,LabelName
0.0180320971328966,0.0320370259061129,0.000601069904429885,0.000961711847087816,0.000721283885315862,0.00108192582797379,0.0010218188375308,0.00120213980885977,0.000841497866201839,0.00168299573240368,0.00132235378974575,0.00132235378974575,0.00174310272284667,0.00108192582797379,0.0010218188375308,0.00162288874196069,0.00108192582797379,0.052413295666286,0.0036665264170223,0.00450802428322414,0.0057702710825269,0.00595059205385586,0.00546973613031196,0.00703251788182966,0.00558995011119793,0.010338402356194,0.0114203281841678,0.00811444370980345,0.00793412273847448,0.0100979743944221,0.0114804351746108,0.0117208631363828,0.0128027889643566,0.130973132175272,0.0112400072128389,0.0116006491554968,0.010699044298852,0.0111197932319529,0.0083548716715754,0.010338402356194,0.00607080603474184,0.0114804351746108,0.00865540662379035,0.0057702710825269,0.00522930816854,0.00444791729278115,0.00480855923543908,0.00348620544569333,0.00252449359860552,0.0581835667488129,0.0021037446655046,0.00180320971328966,0.00120213980885977,0.00252449359860552,0.00282502855082046,0.00192342369417563,0.00372663340746529,0.00168299573240368,0.00222395864639058,0.00324577748392138,0.00198353068461862,0.0021037446655046,0.00120213980885977,0.000721283885315862,0.343631664362565,0.0804231532127186,Ferramentas
0.01930729550479,0.0551952837140752,0.000884303610906411,0.00132645541635962,0.000810611643330877,0.00117907148120855,0.000810611643330877,0.00110537951363301,0.00132645541635962,0.00184229918938836,0.00117907148120855,0.00125276344878408,0.00154753131908622,0.00176860722181282,0.00103168754605748,0.00147383935151068,0.00125276344878408,0.0496683861459101,0.00294767870302137,0.00397936624907885,0.00552689756816507,0.00567428150331614,0.00641120117907148,0.00899042004421518,0.00383198231392778,0.0144436256448047,0.0130434782608696,0.00788504053058217,0.0111274871039057,0.0108327192336035,0.00884303610906411,0.0120854826823876,0.0119380987472365,0.120560058953574,0.0123065585851142,0.00943257184966839,0.00891672807663965,0.0106853352984525,0.00788504053058217,0.0149594694178335,0.00501105379513633,0.0180545320560059,0.0114959469417833,0.00456890198968312,0.00545320560058954,0.0049373618275608,0.00206337509211496,0.00272660280029477,0.00147383935151068,0.0471628592483419,0.00324244657332351,0.00346352247605011,0.00243183492999263,0.00287398673544584,0.00302137067059691,0.00228445099484156,0.00390567428150332,0.00272660280029477,0.00213706705969049,0.00213706705969049,0.0025792188651437,0.00213706705969049,0.00294767870302137,0.000957995578481946,0.288798820928519,0.116138540899042,Musica
0.0221571906354515,0.0417224080267559,0.00133779264214047,0.00183946488294314,0.00117056856187291,0.00183946488294314,0.00100334448160535,0.00108695652173913,0.00117056856187291,0.00167224080267559,0.00142140468227425,0.00167224080267559,0.00100334448160535,0.00125418060200669,0.00100334448160535,0.00108695652173913,0.00167224080267559,0.0510033444816054,0.00342809364548495,0.00451505016722408,0.00618729096989967,0.00677257525083612,0.00760869565217391,0.0092809364548495,0.00802675585284281,0.0178929765886288,0.0153846153846154,0.0101170568561873,0.0119565217391304,0.0147993311036789,0.0126254180602007,0.0129598662207358,0.0163879598662207,0.131605351170569,0.0129598662207358,0.011371237458194,0.0126254180602007,0.0108695652173913,0.00819397993311037,0.0127926421404682,0.00451505016722408,0.0137123745819398,0.0100334448160535,0.00493311036789298,0.00518394648829431,0.0048494983277592,0.00317725752508361,0.00250836120401338,0.00209030100334448,0.0479933110367893,0.00175585284280937,0.00150501672240803,0.00142140468227425,0.00117056856187291,0.00133779264214047,0.00125418060200669,0.00334448160535117,0.00234113712374582,0.00150501672240803,0.0028428093645485,0.00217391304347826,0.00217391304347826,0.00209030100334448,0.000501672240802676,0.303260869565217,0.0788461538461538,Telefone
0.0381751343199171,0.055990197002545,0.00207371100009426,0.00254500895466114,0.00358186445470827,0.00160241304552738,0.00254500895466114,0.00311056650014139,0.00226223018192101,0.00414742200018852,0.00226223018192101,0.00301630690922801,0.00216797059100764,0.00320482609105476,0.00197945140918088,0.00160241304552738,0.000565557545480253,0.0434536714110661,0.00763502686398341,0.00942595909133754,0.010557074182298,0.0101800358186446,0.0108398529550382,0.0175322839098878,0.010557074182298,0.0191346969554152,0.0147987557733999,0.0131020831369592,0.0144217174097464,0.0146102365915732,0.0146102365915732,0.0140446790460929,0.0149872749552267,0.0877556791403525,0.0133848619096993,0.0120652276369121,0.0141389386370063,0.0128193043642191,0.011311150909605,0.0167782071825808,0.010557074182298,0.0216797059100764,0.0131963427278726,0.010557074182298,0.00838910359129041,0.0100857762277312,0.0065039117730229,0.0065039117730229,0.00593835422754265,0.0362899425016495,0.00320482609105476,0.00311056650014139,0.00282778772740126,0.00386464322744839,0.00556131586388915,0.00254500895466114,0.0049957583184089,0.00386464322744839,0.00311056650014139,0.00405316240927514,0.00339334527288152,0.00405316240927514,0.00377038363653502,0.0011311150909605,0.185125836553869,0.0967103402771232,Internet
0.0197821891370278,0.0419079128756548,0.000758202371105597,0.00124069478908189,0.00110283981251723,0.000964984835952578,0.000896057347670251,0.0017921146953405,0.00137854976564654,0.00130962227736421,0.00103391232423491,0.0017921146953405,0.00103391232423491,0.00165425971877585,0.00144747725392887,0.00117176730079956,0.00117176730079956,0.0421836228287841,0.00406672180865729,0.00454921422663358,0.00482492417976289,0.00620347394540943,0.0061345464571271,0.00827129859387924,0.00537634408602151,0.010545905707196,0.00999448580093741,0.00834022608216157,0.0112351805900193,0.0110973256134546,0.0146815550041357,0.0129583677970775,0.0180590019299697,0.107733664185277,0.0150951199338296,0.0133719327267714,0.0120623104494072,0.0114419630548663,0.00806451612903226,0.0106148331954784,0.00496277915632754,0.0121312379376896,0.00958092087124345,0.00696167631651503,0.00578990901571547,0.00592776399228012,0.00392886683209264,0.003584229390681,0.00268817204301075,0.0461124896608768,0.00206782464846981,0.00248138957816377,0.00206782464846981,0.00275709953129308,0.00468706920319823,0.00303280948442239,0.00448028673835125,0.0025503170664461,0.00275709953129308,0.00317066446098704,0.00192996967190516,0.00261924455472843,0.000827129859387924,0.000275709953129308,0.332781913427075,0.0925006892748828,Mensagem
0.0225394440270473,0.0410491086674407,0.000546410764292057,0.00116112287412062,0.00129772556519363,0.00184413632948569,0.00163923229287617,0.00177583498394918,0.00136602691073014,0.00184413632948569,0.00109282152858411,0.0019807390205587,0.00129772556519363,0.00116112287412062,0.00109282152858411,0.00157093094733966,0.000887917491974592,0.0509528037702343,0.00402977938665392,0.00457619015094597,0.00594221706167612,0.0077180520456253,0.00785465473669831,0.0103818045215491,0.00607881975274913,0.0140017758349839,0.0117478314322792,0.00956218837511099,0.0116112287412062,0.0140700771805205,0.0120893381599618,0.0132504610340824,0.014821391981422,0.110306673041459,0.0168021310019807,0.0118844341233522,0.0120210368144252,0.0110648179769141,0.0100402977938665,0.0103135031760126,0.00525920360631104,0.0140700771805205,0.0086742708831364,0.00594221706167612,0.004849395533092,0.00457619015094597,0.00307356054914282,0.00423468342326344,0.00177583498394918,0.0507478997336248,0.00307356054914282,0.00314186189467933,0.0019807390205587,0.00204904036609521,0.00314186189467933,0.00211734171163172,0.00396147804111741,0.00211734171163172,0.0019807390205587,0.00273205382146028,0.00300525920360631,0.00252714978485076,0.0019124376750222,0.000819616146438085,0.311795642374155,0.0851717778840243,Galeria
0.0312154259522681,0.0542121068436858,0.00197565987039671,0.00189663347558084,0.00142247510668563,0.00110636952742216,0.00213371266002845,0.00205468626521258,0.00165955429113324,0.00308202939781887,0.00165955429113324,0.00229176544966019,0.00165955429113324,0.00237079184447606,0.00205468626521258,0.00173858068594911,0.0015015015015015,0.0415678836731468,0.00474158368895211,0.00600600600600601,0.00695432274379643,0.00798166587640272,0.00861387703492967,0.00956219377272009,0.00640113798008535,0.0145408566461198,0.0139086454875929,0.0128813023549866,0.0146989094357515,0.0143037774616722,0.0139086454875929,0.0166745693061482,0.0177019124387545,0.0964122016753596,0.0165165165165165,0.0129603287498024,0.0153311205942785,0.0135925399083294,0.0143828038564881,0.0152520941994626,0.00774458669195511,0.019835625098783,0.0122490911964596,0.00940414098308835,0.00774458669195511,0.00798166587640272,0.00395131974079342,0.00387229334597756,0.00442547810968864,0.0421210684368579,0.00260787102892366,0.00284495021337127,0.00221273905484432,0.00387229334597756,0.00395131974079342,0.00395131974079342,0.00458353089932037,0.00260787102892366,0.00229176544966019,0.00347716137189821,0.00221273905484432,0.00292397660818713,0.00173858068594911,0.00158052789631737,0.230440967283073,0.100442547810969,Contactos
0.0376050420168067,0.0454481792717087,0.00126050420168067,0.00168067226890756,0.00238095238095238,0.00273109243697479,0.00287114845938375,0.00210084033613445,0.00224089635854342,0.00399159663865546,0.00252100840336135,0.00259103641456583,0.0023109243697479,0.00259103641456583,0.00238095238095238,0.00294117647058823,0.0023109243697479,0.0285014005602241,0.00371148459383753,0.00602240896358543,0.00714285714285714,0.00805322128851541,0.00861344537815126,0.0119747899159664,0.0084733893557423,0.0175770308123249,0.0154761904761905,0.0126050420168067,0.0133053221288515,0.0147058823529412,0.0133053221288515,0.0148459383753501,0.0121848739495798,0.0719887955182073,0.0144957983193277,0.0149859943977591,0.0143557422969188,0.0142156862745098,0.0130952380952381,0.0173669467787115,0.00903361344537815,0.0178571428571429,0.0137254901960784,0.0120448179271709,0.00987394957983193,0.00994397759103641,0.00581232492997199,0.00574229691876751,0.00378151260504202,0.0298319327731092,0.0038515406162465,0.00364145658263305,0.00406162464985994,0.00441176470588235,0.00469187675070028,0.00287114845938375,0.00427170868347339,0.00294117647058823,0.0030812324929972,0.00336134453781513,0.00252100840336135,0.00210084033613445,0.00182072829131653,0.000490196078431373,0.269677871148459,0.0915966386554622,Galaxy_Store
0.0197154471544715,0.0321815718157182,0.000677506775067751,0.000880758807588076,0.000948509485094851,0.00115176151761518,0.0013550135501355,0.00182926829268293,0.00149051490514905,0.00210027100271003,0.00128726287262873,0.0021680216802168,0.00210027100271003,0.00196476964769648,0.00176151761517615,0.0013550135501355,0.00142276422764228,0.039769647696477,0.00304878048780488,0.00481029810298103,0.00481029810298103,0.00657181571815718,0.00813008130081301,0.00785907859078591,0.00602981029810298,0.0121951219512195,0.0119918699186992,0.00846883468834688,0.00948509485094851,0.0117886178861789,0.0113821138211382,0.0109756097560976,0.0118563685636856,0.117547425474255,0.0111111111111111,0.0102981029810298,0.00975609756097561,0.00724932249322493,0.00670731707317073,0.00772357723577236,0.00528455284552846,0.0113143631436314,0.00745257452574526,0.00555555555555556,0.00447154471544715,0.00467479674796748,0.00481029810298103,0.00372628726287263,0.00182926829268293,0.0420731707317073,0.0018970189701897,0.00196476964769648,0.00169376693766938,0.0018970189701897,0.00318428184281843,0.00257452574525745,0.00338753387533875,0.00196476964769648,0.00230352303523035,0.00372628726287263,0.00223577235772358,0.00386178861788618,0.00264227642276423,0.00210027100271003,0.386653116531165,0.0727642276422764,S_Planner
0.0257909731593942,0.0420602789023842,0.00119958014694857,0.00157444894286999,0.00127455390613285,0.00202429149797571,0.00179937022042285,0.00217423901634428,0.00157444894286999,0.00284900284900285,0.00149947518368571,0.00202429149797571,0.00239916029389714,0.00202429149797571,0.00194931773879142,0.00134952766531714,0.00104963262858,0.0500824711351027,0.00547308442045284,0.00854700854700855,0.00892187734292997,0.00959664117558854,0.0118458539511171,0.0132703553756185,0.0102714050082471,0.0156695156695157,0.0165692007797271,0.0129704603388814,0.0150697255960414,0.0158944369470685,0.0137951716899085,0.0156695156695157,0.0140200929674614,0.110286399760084,0.0155945419103314,0.0155945419103314,0.0148448043184885,0.0142450142450143,0.0103463787674314,0.0119208277103014,0.00727245464087569,0.0139451192082771,0.0102714050082471,0.00839706102863998,0.00749737591842855,0.00689758584495427,0.00637276953066427,0.00374868795921427,0.00232418653471285,0.0448343079922027,0.00247413405308142,0.00254910781226571,0.00329884540410856,0.00284900284900285,0.00352376668166142,0.0035987404408457,0.00629779577147998,0.00337381916329285,0.00322387164492428,0.00337381916329285,0.00434847803268856,0.0035987404408457,0.00322387164492428,0.00104963262858,0.229269755585545,0.0872694556905083,Email
