H1,H2,H3,H4,H5,H6,H7,H8,S1,S2,S3,S4,S5,S6,S7,S8,V1,V2,V3,V4,V5,V6,V7,V8,LabelName
1380,291,8547,8420,164,104,0,0,157,534,3174,1481,1849,1259,708,9744,3354,1164,379,104,86,381,3784,9654,S_Health
0,0,2859,11532,0,0,0,0,0,75,636,649,227,273,917,11614,231,1271,1164,188,92,232,739,10474,S_Voice
0,0,954,16466,0,0,0,0,0,352,555,167,277,1914,1562,12593,1553,2323,721,373,181,95,436,11738,Musica
8,15,1035,12507,711,2,0,0,319,2743,4744,2332,899,1379,691,1171,82,1072,1335,309,172,849,2418,8041,Camara
7753,3296,2528,3381,78,121,0,0,1253,4327,6003,3997,375,149,165,888,2721,601,210,91,155,539,8988,3852,Mensagem
133,6834,786,7253,0,0,0,0,47,839,6449,487,464,426,534,5760,1337,844,285,225,152,254,3514,8395,Galeria
10604,17,699,3194,585,651,0,0,1105,1374,2693,4987,4419,324,226,622,1886,2254,284,114,152,980,8269,1811,Contactos
592,218,12620,1880,134,56,0,0,1975,326,480,1153,692,583,634,9657,409,1212,3366,235,227,2526,6548,977,Telefone
0,0,2400,16921,0,0,0,0,509,89,1738,8694,1282,1123,688,5198,236,2498,1101,249,123,159,1839,13116,Gestor_Inteligente
0,0,61,3261,13678,0,0,0,173,1207,133,313,927,6273,5244,2730,2015,845,361,241,153,113,669,12603,Video
0,13,12120,2251,0,0,0,0,0,0,164,488,400,984,1378,10970,1586,1675,463,78,133,1431,8141,877,Calculadora
7324,3301,1869,4629,60,89,0,0,1354,4864,6333,3552,350,124,131,564,2211,824,990,109,215,483,8786,3654,Mensagem
5209,200,3219,3488,1144,900,0,0,556,1354,3371,1582,2515,368,351,4063,1707,2072,560,127,367,2574,4598,2155,Chrome
0,0,696,14064,0,0,0,0,0,3,2010,439,175,222,1148,10763,1312,1393,588,383,163,194,552,10175,Definicoes
145,6633,814,7895,7,0,0,0,63,865,6093,393,857,568,734,5921,2145,761,351,233,186,277,4574,6967,Galeria
0,0,439,15401,0,0,0,0,22,318,6026,5963,714,643,978,1176,1024,1619,990,738,293,248,209,10719,Relogio
0,0,3630,17975,0,0,0,0,956,310,7767,3536,1839,1751,677,4769,212,3047,2086,439,164,196,970,14491,Gestor_Inteligente
10537,31,360,2767,416,649,0,0,1282,1199,2536,5203,3569,241,181,549,1334,2112,296,89,193,1590,7402,1744,Contactos
0,0,12139,2621,0,0,0,0,0,1,269,356,979,1284,1281,10590,830,2930,446,53,99,1119,8418,865,Calculadora
0,0,3768,10814,153,27,0,0,110,389,956,1020,470,287,644,10886,3,924,1727,603,167,204,729,10405,S_Voice
0,0,1179,15959,154,0,0,0,26,9182,5150,672,486,680,381,715,1,1555,2294,339,107,272,1005,11719,Radio
739,0,357,14173,758,2057,0,0,413,2051,8474,2150,1749,1580,937,730,42,3007,2519,558,232,1225,1649,8852,Email
464,305,11561,1267,116,202,0,0,1171,262,368,777,321,518,822,9676,1396,416,1905,202,276,2970,5813,937,Telefone
0,0,289,14110,0,0,0,0,0,110,1777,344,2259,6685,2114,1110,142,2315,1011,589,161,115,773,9293,Internet
1,0,755,13712,988,42,0,0,549,2425,5630,2158,1052,1612,814,1258,417,1955,1526,324,153,833,2571,7719,Camara
0,0,902,15094,0,0,0,0,0,417,699,314,247,1043,1250,12026,1202,1420,724,420,193,92,434,11511,Musica
0,0,12,4080,14073,24,0,0,214,1614,192,346,743,6566,5529,2985,2562,1553,440,285,148,129,676,12396,Video
1400,261,8339,9293,228,70,0,0,122,276,2686,2106,1744,1502,1110,10045,4660,804,238,128,65,388,3776,9532,S_Health
2258,0,1114,5648,1166,6678,0,0,524,3392,2113,3584,5571,1236,245,199,15,2930,2164,316,136,553,5605,5145,Galaxy_Store
0,0,4235,13575,0,0,0,0,0,2174,12839,1225,640,354,153,425,0,222,3870,1111,495,421,182,11509,S_Planner
715,542,552,18635,425,299,0,0,989,6830,7911,1094,1489,1770,630,455,1660,3339,1240,299,280,468,1771,12111,Ferramentas
0,0,10247,6265,0,0,0,0,3252,4769,501,819,1049,1147,783,4192,0,1582,2698,262,101,123,662,11084,Gestor_Inteligente
245,1059,6057,9386,135,254,0,0,10071,1273,244,180,578,1629,2226,935,111,4110,1102,138,67,156,310,11142,Ferramentas
0,0,8533,4519,2,0,0,0,1662,7026,327,174,515,815,1144,1391,213,2329,829,230,253,208,126,8866,Relogio
0,0,6269,7888,0,0,0,0,8373,917,1004,2182,822,294,196,369,0,349,2235,1377,201,391,141,9463,S_Planner
1606,0,2,5500,1446,5724,0,0,2941,245,2233,5707,2212,506,287,147,0,1162,3397,493,121,134,657,8314,Galaxy_Store
932,317,8561,6010,84,86,0,0,1341,1315,1331,1105,949,884,1624,7441,700,2999,745,176,82,102,907,10279,S_Health
0,0,4728,10400,0,0,0,0,9920,598,372,1871,573,407,729,658,0,553,2124,973,447,322,303,10406,Radio
2,0,3529,6785,723,1801,0,0,7349,863,565,1377,817,369,942,558,0,575,1747,584,92,291,1089,8462,Email
0,0,1429,11518,0,0,0,0,1289,463,190,71,43,79,1014,9798,486,2124,550,434,256,221,424,8452,Definicoes
2280,1601,2724,4203,437,855,0,0,413,2213,582,2218,1002,868,1098,3706,188,3224,448,75,117,459,2253,5336,Chrome
0,0,9846,2362,0,0,0,0,309,331,120,79,320,970,1251,8828,1038,2306,123,65,48,307,4138,4183,Telefone
8767,21,263,4109,392,608,0,0,1710,358,1616,6051,2130,1225,367,703,2079,2420,191,91,33,116,581,8649,Contactos
5735,3805,1238,3972,217,285,0,0,3862,4084,4180,1150,853,526,154,443,2324,1462,279,111,71,64,241,10700,Mensagem
0,0,938,12977,0,0,0,0,1166,632,161,1654,3879,4004,1431,988,0,2830,1324,821,217,139,797,7787,Internet
0,0,2623,11237,518,6,0,0,2895,2274,1771,574,1288,1496,1759,2327,79,2200,2161,242,143,235,1208,8116,Camara
0,0,2936,10402,0,0,0,0,487,264,144,94,110,180,970,11089,0,1391,768,706,265,93,374,9741,Musica
0,0,8167,5273,0,0,0,0,250,278,397,170,86,305,1071,10883,60,2139,1191,308,117,217,541,8867,S_Voice
0,0,9842,3129,0,0,0,0,29,167,319,190,606,720,1588,9352,834,2385,780,47,54,266,2488,6117,Calculadora
0,0,0,4645,11435,0,0,0,1069,68,282,4263,4767,1872,1910,1849,1077,2707,686,403,206,256,582,10163,Video
150,5330,1849,6582,1,3,0,0,1452,4272,401,298,299,870,1261,5062,389,2430,454,323,176,138,423,9582,Galeria
0,0,204,15534,0,0,0,0,0,21,1148,1004,336,323,753,12153,1624,1234,639,531,271,219,727,10493,Definicoes
47,0,0,3922,14311,78,0,0,35,1519,460,424,1413,5721,6140,2646,2910,1480,469,257,278,374,720,11870,Video
160,6080,1054,8329,1,0,0,0,147,1168,5664,645,913,714,663,5710,2841,796,311,207,298,574,4934,5663,Galeria
6045,3922,1253,4606,81,95,0,0,956,4743,6188,2736,722,227,122,308,1741,917,619,226,542,1223,7316,3418,Mensagem
0,0,10,14752,0,0,0,0,134,128,780,1612,2551,5945,2916,696,69,2525,1444,392,229,252,624,9227,Internet
539,511,244,19177,913,209,0,0,751,5860,9401,1040,907,1585,1140,909,2314,3046,587,272,203,484,2901,11786,Ferramentas
0,0,140,18069,0,0,0,0,0,302,5217,7532,1206,1118,1253,1581,1330,2401,854,917,463,447,687,11110,Relogio
0,0,12311,2209,0,0,0,0,0,0,8,229,1254,1375,874,10780,180,3002,466,236,352,1328,8063,893,Calculadora
1473,273,8017,9987,68,62,0,0,183,320,2179,2136,1648,1985,1029,10400,4809,644,183,129,222,822,3781,9290,S_Health
0,0,2641,16112,0,0,0,0,0,1042,12828,2396,1075,743,340,329,21,1200,2117,1396,456,641,952,11970,S_Planner
1923,0,603,5968,1359,7647,0,0,302,4680,2723,4701,3973,1058,54,9,0,1464,2854,656,460,750,6513,4803,Galaxy_Store
10023,18,374,2815,464,706,0,0,1191,1257,2785,5228,2997,313,231,398,1388,1874,489,230,398,3153,5427,1441,Contactos
46,0,2099,13762,544,5,0,0,773,988,658,1013,892,704,810,10618,39,1634,2464,525,271,310,890,10323,S_Voice
0,0,552,17149,1039,13,0,0,526,4379,11169,1331,684,519,108,37,80,1236,2045,1056,531,335,700,12770,Radio
0,0,540,17220,36,26,0,0,0,106,791,833,572,1376,1569,12575,1844,2720,851,326,223,251,635,10972,Musica
76,0,26,13715,1088,2367,0,0,29,2330,9029,2114,904,1472,746,648,494,2003,1505,445,212,1435,2845,8333,Email
517,257,11022,1635,0,24,0,0,871,275,300,690,444,486,786,9603,1483,377,1571,458,748,3334,4610,874,Telefone
0,21,2475,20832,0,0,0,0,38,62,6581,6355,3032,1386,618,5256,26,2584,3526,608,455,549,1949,13631,Gestor_Inteligente
5227,254,2855,4182,1043,959,0,0,657,1003,2958,1459,3201,868,498,3876,2371,1706,333,250,704,2631,4651,1874,Chrome
255,9,213,13244,642,33,0,0,757,776,5864,3156,919,898,826,1200,567,906,1351,264,284,788,2491,7745,Camara
0,0,12429,2333,0,0,0,0,0,0,28,468,665,1625,1027,10949,156,3096,515,195,261,1509,8144,886,Calculadora
0,0,0,5798,12374,28,0,0,86,1476,323,348,1281,6381,5339,2966,2800,1254,664,414,211,109,532,12216,Video
2,0,2187,12696,356,9,0,0,278,708,760,953,772,430,463,10886,0,759,1892,560,244,320,1112,10363,S_Voice
959,284,11112,2970,116,183,0,0,1457,457,418,1138,397,593,1205,9959,1960,1529,2262,173,311,3871,4637,881,Telefone
10185,89,495,5071,473,487,0,0,1648,1976,3012,6028,3431,149,117,439,3427,1954,599,317,189,3013,5638,1663,Contactos
0,6126,1370,7266,0,0,0,0,0,904,5420,405,844,711,600,5878,2131,548,350,202,154,303,5007,6067,Galeria
5878,3765,2199,4665,50,75,0,0,1026,4327,6535,3043,786,253,115,547,2958,946,317,75,88,561,8036,3651,Mensagem
0,0,15,14577,0,0,0,0,0,3,1378,742,1865,5450,3811,1343,2,2378,1039,673,278,183,670,9369,Internet
12,4,293,14504,929,2,0,0,745,830,5930,3276,839,1252,1049,1823,582,1228,2014,452,299,667,2620,7882,Camara
0,0,712,15929,0,0,0,0,0,312,621,406,328,1077,1105,12792,1000,1739,952,535,315,235,535,11330,Musica
0,0,3813,16636,0,0,0,0,0,115,8506,3598,1691,880,622,5037,6,1514,3188,278,105,152,1024,14182,Gestor_Inteligente
2139,0,1923,5338,1236,6739,0,0,495,4172,2285,4928,4051,1194,157,93,7,2098,3051,368,153,527,5750,5421,Galaxy_Store
0,0,4926,14391,0,0,0,0,4,2770,11863,1656,1062,717,379,866,87,1336,3331,1381,365,468,344,12005,S_Planner
0,0,299,19105,0,0,0,0,0,129,5497,7043,941,997,1769,3028,2683,3000,1341,429,152,281,317,11201,Relogio
723,428,397,19369,740,183,0,0,625,5933,8861,973,1308,1487,881,1772,2001,4472,529,146,80,313,2007,12292,Ferramentas
1309,265,7949,8410,15,7,0,0,189,311,2369,1669,1193,1415,871,9938,2626,981,320,147,93,376,4060,9352,S_Health
5065,286,3069,5255,755,820,0,0,783,1062,3140,1639,3132,956,410,4128,3518,1344,296,219,659,2503,4683,2028,Chrome
0,0,438,15042,0,0,0,0,0,0,1693,518,184,282,845,11958,1084,1760,625,403,227,162,688,10531,Definicoes
7,0,97,14648,1048,2504,0,0,259,1765,8861,1694,1244,1719,1157,1605,436,2833,2079,396,169,1377,2031,8983,Email
0,0,1311,17331,675,0,0,0,1134,4035,9665,1823,786,610,415,849,8,1486,2769,1368,189,217,817,12463,Radio
649,534,1326,18343,392,216,0,0,1022,6780,7010,540,1767,2679,1219,443,78,4284,1351,1006,220,414,1734,12373,Ferramentas
0,0,3459,14612,376,0,0,0,1656,7195,5409,1831,1156,667,185,348,0,646,2074,2267,603,284,910,11663,Radio
4,0,157,4027,13352,10,0,0,250,1840,1347,572,3516,6408,2682,935,913,1462,1660,508,239,110,588,12070,Video
0,0,442,13358,0,0,0,0,0,84,1712,246,2571,5625,2630,932,0,1653,1540,566,187,120,777,8957,Internet
0,0,984,16701,0,0,0,0,0,415,754,682,450,1065,2313,12006,174,3334,1728,588,204,90,458,11109,Musica
715,0,737,12344,801,1995,0,0,523,1879,7668,1522,1739,1869,864,528,20,1865,2527,432,210,1139,1680,8719,Email
0,52,11430,2670,0,0,0,0,0,100,320,1185,441,421,1299,10386,2462,969,856,310,134,3580,4970,871,Telefone
5953,3960,3768,2499,28,48,0,0,1016,5489,6359,2153,489,302,122,326,1331,1116,1182,123,177,386,8293,3648,Mensagem
9701,41,838,4852,153,282,0,0,593,842,2525,4866,4531,1233,507,770,3156,1966,227,102,237,2728,5766,1685,Contactos
1196,383,8778,7293,99,71,0,0,374,526,2709,1585,1236,1234,1136,9020,1956,1878,394,130,79,291,3568,9524,S_Health
0,6188,1623,8185,0,0,0,0,5,1212,5691,689,984,1219,844,5352,554,2952,747,281,173,222,3300,7767,Galeria
0,0,3559,11941,0,0,0,0,0,196,642,794,622,510,1244,11492,26,1857,2082,297,149,224,667,10198,S_Voice
0,0,1364,13378,0,0,0,0,0,17,1988,292,146,547,1700,10052,143,2468,749,398,177,176,547,10084,Definicoes
4780,386,3108,5387,332,769,0,0,353,1196,3023,1220,2449,1077,1457,3987,1398,3299,443,108,344,2565,4435,2170,Chrome
0,0,11927,2714,0,0,0,0,0,4,263,366,1386,1447,1011,10164,60,3411,824,79,85,955,8374,853,Calculadora
0,0,5933,13515,0,0,0,0,0,279,9655,1929,1175,825,499,5086,36,1039,2754,490,129,164,906,13930,Gestor_Inteligente
2219,0,2560,4278,1036,6532,0,0,601,4051,2541,4704,3550,1022,136,20,2,1283,2753,1074,138,533,4738,6104,Galaxy_Store
0,0,7199,11561,0,0,0,0,0,4538,10484,1145,907,573,391,722,6,1164,2494,2483,466,422,192,11533,S_Planner
0,0,725,17123,27,0,0,0,16,363,8074,4097,613,1201,2099,1412,838,3266,1186,1204,215,175,224,10767,Relogio
0,0,681,14659,0,0,0,0,0,299,9199,2238,501,876,847,1380,336,2277,777,510,147,240,187,10866,Relogio
0,0,136,4358,12798,0,0,0,282,1657,1010,737,3780,6520,2166,1140,790,1428,1447,648,165,79,782,11953,Video
0,0,12318,1956,0,0,0,0,0,0,268,496,1047,1157,832,10474,52,2859,772,114,104,1042,8478,853,Calculadora
0,0,3832,11656,0,0,0,0,0,151,907,861,706,528,921,11414,0,1101,2375,445,150,208,909,10300,S_Voice
0,0,6241,13350,0,0,0,0,0,715,10045,1683,974,793,536,4845,0,1183,3026,291,92,147,990,13862,Gestor_Inteligente
0,0,6654,10374,0,0,0,0,63,6270,7533,835,639,666,228,794,1,1019,1987,1357,467,390,160,11647,S_Planner
0,0,1021,13721,0,0,0,0,0,15,2011,250,204,599,1404,10259,116,2298,720,429,198,174,565,10242,Definicoes
354,0,458,13501,786,2401,0,0,422,2402,7579,1626,1805,1576,1035,1055,96,2611,2348,393,168,1201,1653,9030,Email
0,0,972,14904,0,0,0,0,0,572,435,194,244,820,1382,12229,154,1971,975,673,292,120,469,11222,Musica
2267,0,2555,6149,1050,6599,0,0,748,4833,2807,4840,4043,1123,162,64,6,2502,3786,797,108,495,4399,6527,Galaxy_Store
1247,310,8993,6966,26,14,0,0,361,748,2479,1443,1282,1269,966,9008,1771,1681,414,116,74,385,3458,9657,S_Health
0,0,3014,14862,345,0,0,0,1776,8335,4362,1260,738,729,451,570,0,830,1464,2139,741,275,900,11872,Radio
0,0,805,15305,495,0,0,0,0,695,4851,2860,824,1782,2077,3516,185,4147,975,241,139,902,2631,7385,Camara
0,0,361,13547,0,0,0,0,0,156,1667,527,2770,5548,2226,1014,0,1808,1251,664,194,140,805,9046,Internet
9585,78,1031,4468,100,218,0,0,529,845,2378,4608,4924,996,337,863,3426,1430,137,60,299,2179,6243,1706,Contactos
3,6194,1073,7730,0,0,0,0,2,1063,5426,436,696,933,913,5531,512,2150,599,284,157,296,3490,7512,Galeria
0,88,11298,2303,0,0,0,0,0,130,494,1125,399,569,1143,9829,2179,985,832,93,201,3487,5028,884,Telefone
6022,3785,4290,1921,43,64,0,0,1263,4813,5895,2978,457,205,115,399,1465,1116,1118,62,69,556,7746,3993,Mensagem
4973,259,3183,5703,222,535,0,0,364,1074,3091,1114,2565,1068,1510,4089,1536,3316,256,104,431,2541,4500,2191,Chrome
737,495,1182,16434,381,225,0,0,940,8138,5593,524,853,1552,1093,761,40,3329,753,689,216,400,1738,12289,Ferramentas
571,711,716,17067,155,238,0,0,826,9258,5176,880,954,1077,580,707,30,2812,1769,182,94,411,1734,12426,Ferramentas
0,0,627,15965,0,0,0,0,33,526,9883,2327,671,1013,1089,1050,780,2127,1146,707,286,241,186,11119,Relogio
0,0,5856,11380,0,0,0,0,51,5761,8477,990,603,594,237,523,0,547,2604,1081,535,375,145,11949,S_Planner
2420,0,2053,5953,1117,6666,0,0,750,4989,2035,3903,4942,1219,191,180,4,2690,3338,359,126,537,4837,6318,Galaxy_Store
0,2,3497,11257,0,0,0,0,44,264,620,576,422,334,838,11658,1,1374,1060,432,237,237,867,10548,S_Voice
5115,209,3293,5619,301,591,0,0,426,875,3063,1403,2872,1278,1089,4122,1758,3016,374,100,401,2626,4605,2248,Chrome
0,0,4642,16638,0,0,0,0,717,687,9781,2778,1323,708,504,4782,0,1762,3027,330,106,172,1060,14823,Gestor_Inteligente
0,0,543,13365,0,0,0,0,0,258,1635,273,3118,5876,1766,982,3,1506,1277,692,244,134,784,9268,Internet
0,0,872,13860,0,0,0,0,0,18,2113,389,156,507,1192,10357,337,1829,755,381,194,150,584,10502,Definicoes
0,0,12759,2850,0,0,0,0,0,6,399,616,1681,1393,893,10621,108,3728,965,108,114,1062,8624,900,Calculadora
0,121,11571,3191,0,0,0,0,0,131,699,730,552,1132,1320,10319,2958,1454,613,82,200,3010,5653,913,Telefone
9840,80,1121,4352,127,230,0,0,641,1061,2581,4576,4538,785,520,1048,2504,1976,507,140,253,1281,7352,1737,Contactos
2,6245,1176,6857,0,0,0,0,4,1091,5452,444,833,417,589,5450,370,1549,468,233,162,275,3216,8007,Galeria
6757,3319,4316,4688,31,65,0,0,1751,5201,7065,3500,951,345,132,231,1131,3612,1747,72,69,598,7813,4134,Mensagem
1307,269,9076,7609,44,55,0,0,230,1040,2593,1277,1460,1182,1025,9553,2225,1595,499,139,72,410,3474,9946,S_Health
0,0,750,14589,533,0,0,0,0,1180,4572,2733,822,1518,1899,3148,3,3073,1240,272,169,795,2698,7622,Camara
0,0,963,14165,0,0,0,0,0,629,478,255,202,441,977,12146,12,1261,891,599,309,111,484,11461,Musica
0,0,79,7525,12988,0,0,0,452,2192,790,1152,2680,8073,3541,1712,2080,3663,1114,505,146,75,882,12127,Video
439,0,318,14139,799,2395,0,0,436,3022,7569,1881,1970,1611,697,904,19,2461,2654,610,185,1246,1737,9178,Email
0,0,2009,16867,0,0,0,0,609,11247,3617,901,629,707,409,757,0,519,2929,1127,322,321,1042,12616,Radio
28,6468,922,6973,0,0,0,0,140,1108,5742,516,478,380,606,5421,810,1226,471,226,163,286,3293,7916,Galeria
0,0,826,14168,0,0,0,0,0,31,2084,353,267,513,1261,10485,544,1910,741,359,202,176,564,10498,Definicoes
0,0,2124,16770,0,0,0,0,403,11365,3598,848,641,759,526,754,0,730,3145,1038,210,298,1062,12411,Radio
473,0,471,14328,761,2414,0,0,433,2990,7641,2000,2194,1472,855,862,9,2588,2874,622,183,1265,1684,9222,Email
74,99,11706,1878,270,13,0,0,429,758,1280,886,373,360,618,9336,2863,1242,95,64,242,3892,4734,908,Telefone
10460,34,629,3632,261,605,0,0,1127,1526,2649,4360,4577,310,263,809,2686,2027,250,56,195,1023,7649,1735,Contactos
0,0,441,12103,0,0,0,0,33,330,1674,290,2790,5287,1399,741,0,883,736,515,225,134,787,9264,Internet
0,0,945,15679,1,0,0,0,0,644,372,548,1185,655,1009,12212,81,2294,1119,762,306,117,457,11489,Musica
1304,269,9043,8892,51,40,0,0,293,1088,2788,1379,1547,1181,1156,10167,3108,1949,501,143,70,395,3499,9934,S_Health
5140,297,3343,5542,270,537,0,0,491,947,2977,1319,3050,1207,1021,4117,2192,2666,280,113,416,2612,4612,2238,Chrome
703,595,786,18094,175,227,0,0,803,8976,5834,1142,1003,1469,631,722,19,3512,2196,188,91,426,1720,12428,Ferramentas
0,0,685,16071,0,0,0,0,58,479,10146,1949,629,1180,1184,1131,1239,1871,1105,715,286,241,183,11116,Relogio
0,0,5814,12874,0,0,0,0,89,6146,9094,1062,940,607,208,542,0,1081,3660,955,523,382,140,11947,S_Planner
0,0,707,13474,581,0,0,0,0,1626,4968,2555,836,954,1323,2500,12,1956,1202,306,165,857,2603,7661,Camara
6818,3395,4079,3287,25,69,0,0,1574,5016,6480,3388,540,197,135,343,1956,1925,1111,74,60,624,7808,4115,Mensagem
0,0,3579,11053,0,0,0,0,6,280,647,615,526,423,754,11381,0,1071,1201,475,225,243,875,10542,S_Voice
0,0,12709,2771,0,0,0,0,0,1,460,607,1696,1267,842,10607,119,3597,966,103,119,1037,8642,897,Calculadora
0,0,106,3921,13003,0,0,0,347,1396,156,463,2199,7464,3193,1812,1141,1333,837,492,140,88,893,12106,Video
2379,0,1982,6850,1181,6790,0,0,794,5062,1708,4417,5572,1263,194,172,5,3857,3144,366,118,522,4674,6496,Galaxy_Store
0,0,4618,15688,0,0,0,0,653,667,10131,2168,800,631,481,4775,0,1375,2512,315,109,186,1080,14729,Gestor_Inteligente
0,0,5221,16387,0,0,0,0,880,653,9835,2404,1703,880,529,4724,0,2301,2986,316,125,172,941,14767,Gestor_Inteligente
0,0,6122,11434,0,0,0,0,62,6384,8421,871,611,492,220,495,0,531,3118,1159,505,365,146,11732,S_Planner
16,0,429,12395,16,14,0,0,109,346,1672,258,2403,5547,1702,833,5,934,783,618,225,120,820,9365,Internet
0,0,3758,11188,58,0,0,0,24,537,803,662,551,468,809,11150,60,1020,1432,590,250,239,867,10546,S_Voice
468,783,885,17492,160,232,0,0,796,8641,5589,1031,1031,1498,664,770,55,3402,1930,144,83,428,1719,12259,Ferramentas
10182,19,441,4098,240,500,0,0,574,1262,3030,4732,4577,314,167,824,3006,1429,149,63,221,1150,7672,1790,Contactos
5284,161,3147,4598,824,870,0,0,470,1018,3381,2056,2879,552,367,4161,2049,2647,211,118,409,2584,4608,2258,Chrome
0,0,1987,16237,0,0,0,0,229,11090,3371,738,510,904,631,751,0,923,3042,763,143,272,1001,12080,Radio
412,0,540,15025,835,2358,0,0,442,2883,7981,2137,1932,1872,1017,906,1,2689,3600,633,195,1247,1660,9145,Email
1389,216,8864,9025,155,85,0,0,148,857,3108,1524,1716,1546,983,9852,3650,1737,363,135,69,387,3653,9740,S_Health
6989,3397,3867,3000,54,108,0,0,1756,4926,6204,3449,323,151,104,502,1808,1509,1155,61,74,672,7934,4202,Mensagem
108,468,12014,1388,46,12,0,0,1104,508,1017,386,311,524,902,9284,976,925,1935,227,208,2189,6587,989,Telefone
10,6531,811,7898,0,0,0,0,23,988,5919,791,642,500,668,5719,1532,1140,450,221,165,300,3728,7714,Galeria
2287,0,2193,6089,1115,6664,0,0,739,4700,1608,4301,5263,1334,222,181,9,3418,2957,403,104,519,4436,6502,Galaxy_Store
0,0,951,16304,35,0,0,0,0,613,697,635,1071,1132,785,12357,1038,2259,1037,558,256,89,458,11595,Musica
0,0,918,13832,0,0,0,0,0,24,2049,415,289,434,1215,10324,449,1779,776,416,190,160,565,10415,Definicoes
0,0,963,16557,36,0,0,0,73,505,9670,2832,921,1188,1146,1221,1182,2685,1434,625,254,258,189,10929,Relogio
0,0,781,15339,773,6,0,0,404,1760,5314,2745,1174,1140,1214,3148,1065,3596,595,238,192,881,2582,7750,Camara
0,0,12201,1956,0,0,0,0,0,1,308,464,1010,1120,771,10483,115,2848,401,107,95,1026,8683,882,Calculadora
0,0,57,4339,12854,0,0,0,253,1082,375,469,1747,7341,3704,2279,2211,1080,447,323,130,95,987,11977,Video
0,0,1137,15873,0,0,0,0,0,727,597,264,151,247,1175,13849,766,1232,1069,503,218,114,456,12652,Musica
0,0,4487,12023,0,0,0,0,0,373,667,322,252,140,812,13944,1100,1253,436,132,102,267,801,12419,S_Voice
0,0,2318,15236,0,0,0,0,81,2896,842,1085,5693,3601,2067,1289,747,1803,1512,663,195,158,889,11587,Internet
7094,4008,4416,2021,46,88,0,0,1328,4143,4915,4841,803,393,212,1038,3989,269,151,50,84,535,8202,4393,Mensagem
0,86,14552,1487,0,0,0,0,0,2,1079,500,520,668,957,12399,2353,1240,190,94,150,1818,9097,1183,Telefone
0,0,2873,14677,808,0,0,0,37,3119,1511,370,287,521,1142,11371,181,925,1093,1066,904,530,671,12988,Definicoes
11807,116,2811,2892,90,215,0,0,1165,2494,2470,6006,4437,701,249,409,1686,2483,1128,89,110,656,9572,2207,Contactos
16,7218,1202,8196,0,0,0,0,3,1164,6676,865,846,564,532,5982,869,1401,840,510,220,274,1919,10599,Galeria
6,0,2639,14222,788,25,0,0,185,4797,5596,1476,784,1312,1304,2226,642,1349,1771,575,363,914,2783,9283,Camara
84,359,15393,1853,0,0,0,0,17,384,772,450,400,731,1302,13633,3026,1062,276,157,94,992,10875,1207,Calculadora
0,0,384,4532,13036,0,0,0,249,1079,38,105,1018,7150,4859,3454,2485,902,501,355,140,90,1060,12419,Video
1405,282,9771,8901,52,37,0,0,137,928,2058,1612,1162,1030,1169,12352,4929,725,361,145,54,419,3393,10422,S_Health
5828,218,3536,5302,299,441,0,0,242,591,2928,881,2567,1481,1658,5276,4162,437,132,88,374,2905,4835,2691,Chrome
1006,0,2708,14710,1152,2327,0,0,1042,7540,3352,1186,2451,2419,2359,1554,1664,4591,1241,184,138,1033,2241,10811,Email
0,0,4971,15101,92,0,0,0,147,12085,1723,395,672,1377,1432,2333,1599,3484,340,134,69,348,1130,13060,Radio
820,535,1519,18179,151,258,0,0,900,9141,5316,725,1505,1083,846,1946,3284,2114,908,154,90,449,1759,12704,Ferramentas
0,0,6744,14688,0,0,0,0,7,6221,9241,1890,1649,1252,616,556,631,4127,1918,450,173,243,173,13717,Relogio
0,0,10304,8326,0,0,0,0,3317,10543,1994,662,741,384,230,759,0,789,572,994,1247,628,181,14219,S_Planner
3063,8,4217,3421,854,7057,0,0,1602,4636,1808,4198,4879,988,198,311,340,2317,1385,1661,182,452,2561,9722,Galaxy_Store
0,0,9657,11223,0,0,0,0,31,2148,10194,1653,1040,628,357,4829,16,1604,2327,1191,124,142,992,14484,Gestor_Inteligente
5915,218,3716,5658,317,432,0,0,280,619,2905,845,2753,1424,1748,5682,4402,591,190,89,332,2976,3998,3678,Chrome
3380,92,5174,3338,562,7038,0,0,2956,4835,2579,5848,1952,1223,124,67,87,1997,1509,2335,650,302,1338,11366,Galaxy_Store
314,610,15519,1915,0,0,0,0,111,644,619,625,629,661,1022,14047,3180,719,620,175,71,806,11265,1522,Calculadora
0,0,14380,6927,0,0,0,0,6326,9283,3038,1259,656,431,238,76,16,345,1073,2899,1600,760,232,14382,S_Planner
146,25,2271,13971,114,65,0,0,255,2929,530,2466,5063,3321,1364,664,1137,635,946,589,259,187,935,11904,Internet
0,0,12725,8439,0,0,0,0,754,13728,2673,1630,1210,561,291,317,2,1331,3398,598,332,303,176,15024,Relogio
829,571,4503,14902,134,229,0,0,1117,11853,2405,809,719,922,1225,2118,3106,1824,978,186,74,413,1560,13027,Ferramentas
1080,0,5994,10218,1092,2336,0,0,1255,9699,897,1182,2596,2184,1588,1319,1158,4192,564,173,109,873,1978,11673,Email
0,0,9451,10257,169,0,0,0,254,12678,1247,196,577,1331,1255,2339,1174,3337,365,146,83,356,1091,13325,Radio
0,0,5963,12261,0,0,0,0,45,490,795,360,161,303,1296,14774,1505,1868,685,210,86,290,713,12867,S_Voice
