H1,H2,H3,H4,H5,H6,H7,H8,S1,S2,S3,S4,S5,S6,S7,S8,V1,V2,V3,V4,V5,V6,V7,V8,LabelName
0,0,91,4716,8866,0,0,0,861,37,101,2753,4672,2492,1347,1410,26,2725,1376,558,229,204,519,8036,Video
3532,3538,2529,2077,84,85,0,0,3206,4286,1969,501,776,682,120,305,794,1773,235,52,48,52,427,8464,Mensagem
0,0,1235,13161,0,0,0,0,1819,402,183,349,350,475,1054,9764,296,1377,817,431,388,288,526,10273,Definicoes
2632,1197,2542,4243,190,431,0,0,344,1916,574,1103,1922,954,805,3617,698,3006,104,49,126,453,2134,4665,Chrome
40,616,7238,5606,45,128,0,0,2135,6179,285,173,872,2753,614,662,32,4322,480,123,66,198,206,8246,Ferramentas
0,0,8991,8166,0,0,0,0,8489,2184,1022,3143,1222,543,294,260,82,942,3618,912,546,339,189,10529,Relogio
0,0,8372,6614,0,0,0,0,4556,4552,398,843,1191,1002,1326,1118,810,2142,1344,447,172,416,163,9492,S_Planner
3,5077,2248,6991,0,0,0,0,959,4477,273,688,1245,628,906,5143,34,2632,969,554,372,220,367,9171,Galeria
0,19,12226,6937,0,0,0,0,810,278,185,872,1455,1340,1745,12497,1709,4409,1101,377,141,289,4084,7072,Telefone
402,0,4969,5702,481,2246,0,0,5646,2246,478,1301,1541,972,805,811,180,2567,709,139,57,387,1249,8512,Email
9625,50,263,5628,430,581,0,0,1987,1164,5438,6526,808,466,142,46,0,2081,3740,159,57,97,510,9933,Contactos
0,0,9073,5687,0,0,0,0,248,378,435,184,277,714,1162,11362,379,2584,1058,443,95,238,575,9388,S_Voice
0,302,12355,2093,0,0,0,0,94,319,334,195,122,423,1073,12190,3353,189,92,46,48,380,3036,7606,Calculadora
0,0,7641,5804,2,0,0,0,5377,3289,381,217,280,1260,1638,1005,200,3033,658,146,103,213,449,8645,Radio
1691,0,1090,3536,849,4824,0,0,2496,168,541,1233,4438,1886,385,843,2494,1102,407,171,62,210,655,6889,Galaxy_Store
0,0,2622,10138,0,0,0,0,416,220,167,300,230,264,953,10210,0,1109,1136,496,466,136,336,9081,Musica
1808,0,1114,4835,962,4781,0,0,2490,199,595,1519,4863,2051,683,1100,3543,1580,408,150,70,181,694,6874,Galaxy_Store
0,0,2362,9848,0,0,0,0,417,229,157,87,267,228,740,10085,0,952,859,409,451,123,338,9078,Musica
1,0,2736,12125,423,10,0,0,3717,2268,1633,404,1891,1198,1345,2839,0,2529,1884,316,126,282,1257,8901,Camara
0,0,612,13052,0,0,0,0,1901,490,353,3990,3681,1423,455,1371,59,624,1065,548,337,202,920,9909,Internet
3427,3539,2589,1576,102,89,0,0,3199,4286,1910,423,587,566,139,212,629,1488,165,56,40,63,422,8459,Mensagem
9,5054,2555,7120,4,0,0,0,1814,4396,360,1162,1168,675,756,4411,22,2195,939,903,496,250,431,9506,Galeria
9417,52,285,4219,490,630,0,0,1985,1009,5241,5500,610,570,154,24,0,1197,2818,474,64,94,515,9931,Contactos
0,9,12212,7519,0,0,0,0,1069,357,291,1278,1815,1153,1314,12463,1305,4392,1644,541,417,280,4039,7122,Telefone
0,0,8307,5693,0,0,0,0,4638,4477,390,539,916,1156,953,931,580,1698,1069,411,169,419,173,9481,S_Planner
37,615,7240,6315,53,124,0,0,2127,6232,238,153,981,3371,619,663,55,4944,550,125,61,194,199,8256,Ferramentas
0,0,8328,9756,0,0,0,0,8507,2807,1588,2823,908,554,510,387,387,854,3747,661,1333,400,181,10521,Relogio
2560,1276,2537,5423,199,437,0,0,348,1904,499,908,1968,1868,1269,3668,1396,3519,93,48,130,442,2117,4687,Chrome
0,0,1237,14753,0,0,0,0,1819,393,188,555,835,645,1322,10233,552,2202,1295,472,387,299,506,10277,Definicoes
0,0,9061,3821,0,0,0,0,252,396,408,188,125,430,879,10204,142,1422,735,284,96,239,577,9387,S_Voice
0,0,7593,5063,0,0,0,0,0,998,4237,808,172,441,1748,4252,1848,1423,535,148,86,85,574,7957,Gestor_Inteligente
455,0,4848,7520,479,2196,0,0,5574,2312,472,1579,1913,1356,1445,847,388,4197,565,139,64,382,1252,8511,Email
0,0,7466,6086,0,0,0,0,5578,3113,391,167,206,1345,1729,1023,344,3030,622,139,100,214,453,8650,Radio
0,0,83,4355,8872,0,0,0,857,41,98,2788,4529,2478,1250,1269,14,2525,1250,543,226,199,511,8042,Video
543,389,6925,3739,37,22,0,0,599,1249,765,675,714,1581,905,5167,130,2001,623,154,46,108,952,7641,S_Health
0,263,12333,2517,0,0,0,0,98,310,357,278,232,591,1091,12156,3713,193,91,45,45,377,2785,7864,Calculadora
7,5086,2244,4112,0,0,0,0,1083,4334,257,406,231,274,413,4451,12,676,506,352,232,186,354,9131,Galeria
529,403,7014,4092,25,21,0,0,581,1256,841,592,846,1740,992,5236,161,2295,720,148,64,107,916,7673,S_Health
3537,3673,2425,1584,95,99,0,0,3202,4255,2022,438,600,513,125,258,741,1371,222,58,39,59,448,8475,Mensagem
0,0,7974,7398,0,0,0,0,4576,4530,392,506,1446,1473,1373,1076,1338,2377,984,435,165,411,186,9476,S_Planner
1771,0,971,3365,758,4774,0,0,2489,237,464,1225,4455,1519,376,874,2121,1143,389,167,56,213,667,6883,Galaxy_Store
0,0,7545,5426,0,0,0,0,0,1031,4259,746,151,293,2154,4337,1963,1597,571,143,76,97,580,7944,Gestor_Inteligente
0,0,1251,14749,0,0,0,0,1834,392,212,587,542,652,1364,10417,691,2359,1045,433,372,318,506,10276,Definicoes
0,0,7897,4952,3,0,0,0,5419,3274,338,196,264,908,1390,1063,185,2481,623,151,99,221,440,8652,Radio
0,30,12285,4797,0,0,0,0,782,266,194,609,1011,914,1274,12062,1474,2796,920,357,119,281,3983,7182,Telefone
0,0,2595,9395,0,0,0,0,419,220,169,147,130,148,689,10068,0,962,747,320,417,118,351,9075,Musica
2558,1261,2555,4747,197,454,0,0,345,1929,571,1389,1650,1251,972,3665,914,3314,111,57,130,442,2132,4672,Chrome
0,0,2538,11154,456,9,0,0,3795,2236,1597,703,1371,682,1148,2625,26,1542,1691,317,133,312,1279,8857,Camara
416,0,4804,7429,474,2244,0,0,5688,2208,463,1692,1742,1338,1384,852,257,4005,757,139,61,385,1230,8533,Email
9570,50,283,3344,340,574,0,0,2002,1073,4358,6049,336,244,84,15,2,1287,2111,169,55,97,520,9920,Contactos
0,0,9169,4516,0,0,0,0,241,400,412,194,83,451,1081,10823,258,1791,896,439,102,245,565,9389,S_Voice
0,0,8312,7564,0,0,0,0,8483,2029,1016,2152,1145,458,305,288,106,900,2450,892,505,328,166,10529,Relogio
72,625,7239,5720,45,93,0,0,1823,6483,291,177,781,3041,604,594,65,4405,472,137,71,189,206,8249,Ferramentas
0,0,831,12393,0,0,0,0,2808,587,425,3309,3703,750,276,1366,175,675,470,374,265,186,1030,10049,Internet
0,271,12334,2995,0,0,0,0,109,308,325,205,186,476,1125,12866,4206,177,96,48,55,367,2884,7767,Calculadora
0,0,19,4000,8843,0,0,0,860,36,99,2837,4541,2138,1081,1270,20,2107,1169,571,249,198,504,8044,Video
0,84,11432,7074,0,0,0,0,30,54,693,2043,1420,1131,1524,11695,2934,3507,502,280,1646,6997,1654,1070,Telefone
0,544,201,12569,93,48,0,0,125,647,3204,4746,1364,1858,620,891,2254,2382,150,87,267,1061,6498,756,Ferramentas
0,0,0,15872,0,0,0,0,18,244,9383,3936,885,621,409,376,561,2141,1627,456,382,270,2793,7642,Relogio
0,0,66,11164,2,0,0,0,0,0,585,618,176,227,719,8907,233,679,633,367,126,198,591,8405,Musica
186,0,1,11616,691,2146,0,0,25,868,4564,3780,1924,1613,796,1070,1964,2332,182,159,977,1373,4391,3262,Email
0,0,346,13814,0,0,0,0,0,0,262,572,657,889,1147,10633,1864,1477,585,103,140,556,7174,2261,S_Voice
0,453,11609,2914,0,0,0,0,0,0,173,474,306,619,1767,11637,3827,90,57,134,1076,8787,225,780,Calculadora
0,0,0,4959,8361,0,0,0,0,91,760,184,1637,5909,3384,1355,1253,2268,729,289,71,267,1410,7033,Video
0,0,0,14008,584,0,0,0,0,107,4636,3398,827,810,1756,3058,1037,1874,1133,157,589,1600,3699,4503,Camara
0,0,270,15306,0,0,0,0,1185,242,1950,657,1824,4266,3402,2050,907,1682,698,465,206,414,1072,10132,Internet
3801,2890,310,6384,81,86,0,0,509,1931,6549,1339,1194,1151,314,565,3087,1462,45,48,527,5776,954,1653,Mensagem
0,5066,637,7857,0,0,0,0,10,1158,4423,906,1168,674,489,4732,349,2189,873,425,371,3241,2687,3425,Galeria
8766,1,22,3199,410,710,0,0,318,1308,3358,6651,1017,296,129,31,3,1512,1051,72,357,7785,764,1564,Contactos
0,0,0,13104,0,0,0,0,0,14,2136,6814,739,1192,855,1354,2056,1416,248,97,117,632,2609,5929,Radio
0,0,10,15357,0,0,0,0,0,18,1950,1105,546,597,1044,10107,1582,1785,564,371,193,364,760,9748,Definicoes
1729,0,17,5029,898,4426,0,0,18,594,1185,2398,2344,3754,917,889,3095,1033,203,114,534,3868,1897,1355,Galaxy_Store
476,413,1740,9961,21,25,0,0,128,484,466,1480,1144,2103,1555,5276,1138,2515,253,74,365,1840,1892,4559,S_Health
3041,327,2001,5533,219,744,0,0,103,714,1684,1261,2558,989,938,3618,1981,2434,107,256,2008,3416,511,1152,Chrome
0,0,74,12659,0,0,0,0,0,0,0,806,5028,759,1502,4638,3080,835,194,79,58,1080,5957,1450,Gestor_Inteligente
0,0,567,15284,0,0,0,0,0,0,1005,9360,1501,1264,1209,1512,3555,1352,741,255,414,187,3936,5411,S_Planner
565,325,1696,9317,40,45,0,0,136,581,425,1789,1307,1662,1233,4855,302,2461,412,105,138,1256,2179,5135,S_Health
0,0,5,15354,129,0,0,0,0,100,2043,1255,628,637,1086,9739,1532,1713,585,346,227,258,884,9943,Definicoes
0,0,0,14136,0,0,0,0,0,0,4895,4175,962,2095,1033,976,1702,2622,242,117,70,262,1207,7914,Radio
0,0,84,14194,0,0,0,0,0,58,179,2265,4161,1393,2194,4028,3285,1658,471,109,90,344,4173,4148,Gestor_Inteligente
0,0,0,3384,8937,0,0,0,0,98,723,106,545,2198,6026,2625,1266,1509,363,314,94,131,854,7790,Video
4,0,0,11007,770,2261,0,0,0,1078,7176,1239,1779,1411,694,665,907,2403,360,86,558,1515,1709,6504,Email
0,253,11900,2238,0,0,0,0,0,0,125,533,616,470,1162,11485,2454,668,96,98,663,7905,1651,856,Calculadora
0,0,335,12517,0,0,0,0,0,0,219,471,625,391,802,10344,1048,978,444,167,87,326,1440,8362,S_Voice
0,3,12124,8033,0,0,0,0,0,3,853,1815,2945,2149,1027,11368,1051,6630,621,251,978,7338,2172,1119,Telefone
8854,0,0,4785,687,1049,0,0,382,2074,5646,6420,740,104,9,0,9,2322,2221,175,221,6340,2473,1614,Contactos
2,5111,624,7531,0,0,0,0,79,2503,4072,372,616,455,477,4694,36,1461,1229,578,324,1379,4719,3542,Galeria
3642,3151,260,5064,134,151,0,0,687,3020,5804,1138,890,491,124,248,1247,1500,536,84,223,6062,779,1971,Mensagem
1472,0,4,3909,764,4827,0,0,9,654,968,1922,2081,3851,777,714,2287,434,265,219,365,1286,3925,2195,Galaxy_Store
0,0,267,14561,7,0,0,0,1015,216,2086,622,2452,5855,1195,1394,339,1361,734,370,208,164,1003,10656,Internet
0,0,63,13904,663,0,0,0,591,322,5519,1895,625,1263,2199,2216,514,2561,682,246,275,988,2957,6407,Camara
0,0,60,12866,65,9,0,0,0,30,382,424,156,546,1596,9866,515,2129,471,310,155,115,556,8749,Musica
0,0,378,14372,0,0,0,0,0,0,2651,7422,1359,1094,1045,1179,1841,2168,248,101,329,440,842,8781,S_Planner
0,0,3,17020,5,0,0,0,53,194,9700,2920,1265,1164,877,855,2325,1786,1348,206,244,453,1038,9628,Relogio
0,530,184,10971,73,42,0,0,97,788,4401,3447,1345,969,276,477,108,2762,200,53,149,1109,4412,3007,Ferramentas
2922,220,2006,5193,276,1046,0,0,131,1477,1231,2187,1256,1004,887,3490,1419,2625,176,194,1855,2914,1259,1221,Chrome
0,0,12218,6402,0,0,0,0,0,0,58,924,1214,2441,2006,11977,2259,4184,291,156,627,7268,2735,1100,Telefone
372,520,2259,8939,1,0,0,0,128,668,315,1454,1293,1365,1630,5238,397,1943,804,120,89,1003,2267,5468,S_Health
0,4955,887,8494,0,0,0,0,77,3593,2391,1743,960,635,319,4618,124,1305,2117,512,389,878,5274,3737,Galeria
2615,4130,575,5053,52,38,0,0,631,3815,4403,1936,672,606,134,266,1082,1443,576,105,230,6111,872,2044,Mensagem
0,0,2,16378,0,0,0,0,0,0,5779,6312,778,881,933,1697,1853,2522,538,129,246,335,703,10054,Relogio
0,0,509,14371,0,0,0,0,0,0,1797,8436,1231,870,1197,1349,1431,2356,617,100,370,357,578,9071,S_Planner
1598,0,1,4967,718,4676,0,0,46,796,1514,2093,4047,1990,841,633,2501,922,515,187,209,1066,4187,2373,Galaxy_Store
0,0,88,13716,0,0,0,0,0,0,215,1439,5400,1906,1445,3399,861,3066,717,332,126,227,2561,5914,Gestor_Inteligente
0,526,249,12083,75,47,0,0,57,762,2326,5652,1602,1435,571,575,12,3628,429,103,152,1021,3138,4497,Ferramentas
1889,1508,2074,5971,204,784,0,0,168,1951,725,1734,1532,1023,1164,4133,1496,2951,472,164,1869,2581,1629,1268,Chrome
0,0,20,14727,136,0,0,0,0,32,1414,1069,346,509,815,10698,2064,851,424,279,223,200,727,10115,Definicoes
0,0,0,15142,0,0,0,0,16,24,1810,1260,2427,4282,3028,2295,335,1840,948,444,270,153,864,10288,Internet
0,0,0,4077,8870,0,0,0,0,91,334,627,394,2604,5977,2920,1461,1660,541,264,102,110,787,8022,Video
0,0,4,13790,0,0,0,0,0,0,2560,6753,1032,1534,893,1022,608,3159,395,152,79,229,1018,8154,Radio
0,0,0,14212,329,0,0,0,0,53,3855,5248,756,890,1944,1795,236,1696,1546,330,183,1003,3147,6400,Camara
0,201,12073,2367,0,0,0,0,0,9,92,430,509,683,1001,11917,1882,1053,317,170,510,6767,3068,874,Calculadora
0,0,676,13548,0,0,0,0,0,0,222,456,377,405,868,11896,380,2791,564,159,63,265,967,9035,S_Voice
9148,0,3,4884,390,604,0,0,467,1366,4359,6450,1388,907,81,11,142,2349,1596,128,309,8332,569,1604,Contactos
35,0,0,10987,741,2279,0,0,25,1157,5488,3295,1210,637,1181,1049,1016,2346,272,93,400,1573,1422,6920,Email
0,0,154,13507,24,0,0,0,0,0,299,896,634,597,1116,10143,232,1802,1256,538,219,104,529,9005,Musica
0,0,284,12313,17,0,0,0,0,0,323,678,421,307,884,10001,3,1537,834,470,189,105,457,9019,Musica
0,0,1,14068,439,0,0,0,0,6,1936,858,1320,4639,3686,2063,6,1451,663,719,321,144,754,10450,Internet
2263,4188,598,4238,31,24,0,0,455,3993,4552,1452,314,303,140,133,626,1064,556,145,108,5087,1552,2204,Mensagem
0,4932,915,7933,0,0,0,0,33,3872,2689,1204,300,499,414,4769,0,768,2120,667,382,447,5354,4042,Galeria
9042,3,6,5721,439,719,0,0,574,1874,6150,5845,925,526,26,10,66,2053,2880,179,239,5886,2949,1678,Contactos
0,0,12548,4348,0,0,0,0,0,0,349,816,826,2158,1191,11556,293,3846,944,138,376,5412,4784,1103,Telefone
59,0,0,11898,833,2093,0,0,5,1242,4899,4086,1194,841,1526,1090,649,3098,691,126,346,1504,1303,7166,Email
0,0,23,13665,0,0,0,0,0,0,2478,6510,662,1501,1259,1278,741,2937,373,156,60,170,864,8387,Radio
0,0,60,15545,4,0,0,0,0,0,1566,1195,564,468,951,10865,1872,1551,513,352,205,198,692,10226,Definicoes
246,635,2980,8329,0,0,0,0,100,809,259,1325,1633,1255,1574,5235,115,1983,1151,143,92,823,2160,5723,S_Health
1409,1715,2192,4970,210,953,0,0,179,2024,859,2211,853,386,963,3974,1166,2229,518,196,1607,1605,2822,1306,Chrome
0,0,233,12983,0,0,0,0,0,9,125,989,5123,1061,1664,4245,1545,2138,523,176,102,197,1999,6536,Gestor_Inteligente
1617,0,0,4875,736,4514,0,0,50,862,1154,2341,4231,1806,617,681,2264,742,504,381,242,1073,4123,2413,Galaxy_Store
0,518,259,13290,49,41,0,0,43,779,2176,5808,1323,2247,1024,757,210,4487,522,114,129,852,2205,5638,Ferramentas
0,0,0,17030,0,0,0,0,0,0,5113,6981,1070,1165,1183,1518,1671,2244,1573,144,228,365,686,10119,Relogio
0,0,552,13847,0,0,0,0,0,0,1484,8257,744,911,1497,1506,1755,1456,614,152,247,452,546,9177,S_Planner
0,0,0,3969,8796,0,0,0,0,130,411,494,403,3343,5202,2782,350,2615,569,253,119,91,597,8171,Video
0,189,12269,2302,0,0,0,0,0,0,85,407,563,516,925,12264,2566,832,102,95,301,3874,6104,886,Calculadora
0,0,813,12867,0,0,0,0,0,0,297,399,434,422,991,11137,979,1485,734,174,87,214,865,9142,S_Voice
0,0,208,14512,1663,0,0,0,624,431,4460,5162,967,689,1194,2856,116,1064,2069,1170,1122,1034,2656,7152,Camara
790,417,2688,11119,57,54,0,0,79,354,730,2016,1060,1449,1576,7861,1630,1817,239,112,127,1665,2660,6875,S_Health
0,0,73,14810,0,0,0,0,0,0,214,463,411,558,1188,12049,1099,2462,756,297,149,126,541,9453,Musica
0,0,712,12356,0,0,0,0,0,0,810,9786,1230,483,230,529,0,384,2245,416,426,278,254,9065,S_Planner
1638,0,0,7459,1034,5196,0,0,0,767,1854,5092,5194,2068,201,151,128,4143,1827,187,196,1055,4991,2800,Galaxy_Store
0,0,395,16633,0,0,0,0,0,0,135,7471,1678,1916,1004,4824,41,3623,1272,202,134,171,1928,9657,Gestor_Inteligente
0,0,24,15222,0,0,0,0,0,6,3638,7689,608,467,1111,1727,3,2104,2159,326,104,231,1099,9220,Radio
0,0,26,12814,0,0,0,0,0,0,0,1561,273,131,962,9913,1833,1245,441,296,102,190,670,8063,Definicoes
0,0,0,13045,295,0,0,0,0,0,631,5693,1445,825,1643,3103,893,1938,762,171,292,1002,3015,5267,Camara
0,0,0,12432,0,0,0,0,0,0,23,1525,604,3856,3886,2538,4,2534,782,288,156,140,991,7537,Internet
0,0,9930,2145,0,0,0,0,0,0,5,263,573,1071,1198,8965,352,2173,707,83,391,5813,1944,612,Calculadora
0,0,584,11951,0,0,0,0,0,0,5,446,625,735,848,9876,551,1730,603,128,86,253,1026,8158,S_Voice
0,838,208,16822,118,102,0,0,237,912,9051,1676,700,1199,2593,1720,939,4333,1072,145,215,1229,3600,6555,Ferramentas
0,47,9597,4150,0,0,0,0,0,0,183,274,921,779,1615,10022,2510,1830,616,174,1126,5756,1045,737,Telefone
8546,16,95,6345,196,302,0,0,453,657,1875,6130,2595,1576,1249,965,4364,1383,246,125,650,7164,316,1252,Contactos
0,5346,1252,8890,0,0,0,0,1,752,5094,451,685,1035,1629,5841,2606,1937,420,217,207,943,5453,3705,Galeria
2360,1252,2278,4750,369,1201,0,0,116,963,1955,1888,1690,743,870,3985,1353,2492,215,210,1892,3306,1356,1386,Chrome
5039,3766,784,6712,40,42,0,0,534,1760,9650,856,1251,1129,580,623,3604,1277,164,160,389,6778,1603,2408,Mensagem
138,0,0,11100,833,1837,0,0,27,1029,1434,7235,977,740,1310,1156,228,2798,996,192,804,1286,1007,6597,Email
0,0,0,3417,11083,0,0,0,0,71,1243,264,390,3485,6275,2772,1519,1075,448,208,182,201,809,10058,Video
0,0,44,13620,0,0,0,0,0,10,141,7308,1857,666,966,2716,1467,2136,613,269,205,197,338,8439,Relogio
0,0,840,12156,0,0,0,0,0,0,146,373,793,827,1148,9709,0,1662,2388,317,280,163,609,7577,S_Voice
0,0,442,13364,0,0,0,0,0,44,6016,2868,576,1461,1442,1399,0,2924,1248,161,72,180,866,8355,Radio
0,0,378,10072,0,0,0,0,0,0,48,1442,1131,996,603,6230,0,0,1466,1275,343,145,453,6768,Definicoes
0,0,29,3867,11197,0,0,0,23,1038,273,564,1602,8138,2484,971,184,2191,1117,305,171,201,503,10421,Video
0,690,760,13122,119,65,0,0,2096,1786,7580,1119,970,593,360,252,0,172,2243,374,323,355,1149,10140,Ferramentas
0,0,238,10335,0,0,0,0,0,0,182,5639,1846,1563,551,792,0,561,2204,376,211,149,190,6882,Relogio
0,0,1181,10589,0,0,0,0,0,4,820,7139,1551,1093,496,667,0,316,2342,696,339,280,164,7633,S_Planner
1242,0,243,5203,974,4634,0,0,89,792,2741,3370,4088,832,201,183,9,2457,1670,218,133,787,4453,2569,Galaxy_Store
0,0,2954,13048,0,0,0,0,0,0,1106,7237,2144,1058,588,3869,0,2027,2767,348,110,115,737,9898,Gestor_Inteligente
0,0,45,11182,0,0,0,0,0,0,251,1304,1188,3868,3240,1376,207,1294,1510,504,157,118,622,6815,Internet
0,0,8253,2142,0,0,0,0,0,0,0,80,533,444,1079,8259,1604,858,92,92,433,4842,1811,663,Telefone
7705,0,67,4727,215,396,0,0,482,868,3642,5227,1297,1355,181,58,642,3307,251,104,336,6604,536,1330,Contactos
0,5048,1348,7882,0,0,0,0,0,3523,2266,798,1289,1214,612,4576,555,2225,1029,301,236,331,4704,4897,Galeria
1220,1580,2201,4290,327,1403,0,0,150,2214,1030,2336,665,652,788,3186,47,1661,1582,311,369,2279,3271,1501,Chrome
667,408,6366,7634,90,85,0,0,106,470,1741,1395,1356,1284,1674,7224,284,2339,1260,373,123,325,3033,7513,S_Health
5268,3688,1543,5019,34,57,0,0,788,4820,6919,775,1101,901,156,149,1517,2150,244,151,288,618,7478,3163,Mensagem
0,0,139,12091,233,0,0,0,0,0,1736,4143,1449,1351,1860,1924,4,1667,1763,272,186,582,2039,5950,Camara
0,0,571,12539,0,0,0,0,0,0,487,199,1060,824,646,9894,0,359,2286,567,242,114,389,9153,Musica
18,0,119,9838,802,1528,0,0,195,1005,2294,5528,862,1056,904,461,0,637,2008,1286,423,1334,480,6137,Email
0,0,8304,3311,0,0,0,0,0,0,0,69,718,2470,863,7495,0,1624,2521,58,79,2272,4519,542,Calculadora
8518,8,819,3265,172,308,0,0,478,791,2554,5007,2615,795,340,510,1738,1657,329,60,238,1287,6247,1534,Contactos
63,838,1554,13947,211,151,0,0,755,5548,5310,297,314,1367,1775,1398,26,3430,984,442,206,371,1332,9973,Ferramentas
0,5406,1093,7637,0,0,0,0,4,1680,4318,654,1012,814,773,4881,224,2649,855,283,166,237,2525,7197,Galeria
0,0,1681,11299,0,0,0,0,0,246,6894,2287,451,729,1070,1303,174,2040,1108,273,184,134,152,8915,Relogio
0,0,6891,5541,0,0,0,0,22,6110,3786,819,496,453,282,464,0,448,745,1128,361,360,103,9287,S_Planner
1589,0,1977,4188,1066,5316,0,0,563,3046,1767,3869,4448,328,104,11,0,1155,3395,390,94,448,3559,5095,Galaxy_Store
0,0,5836,11064,0,0,0,0,80,323,5501,2870,1307,1744,764,4311,143,1999,1983,637,278,148,736,10976,Gestor_Inteligente
0,0,795,12645,0,0,0,0,0,441,335,315,315,414,1407,10213,212,1446,954,581,199,76,423,9549,Musica
2698,1156,2571,5720,318,877,0,0,219,1856,1625,2134,1827,1149,1102,3428,971,2904,1244,141,322,2199,3672,1887,Chrome
770,439,7376,6690,62,38,0,0,141,1011,1776,991,886,1479,1760,7331,1611,2148,319,121,66,452,2711,7947,S_Health
0,0,1479,10499,0,0,0,0,0,68,1687,224,241,306,1140,8312,0,1426,759,434,206,186,451,8516,Definicoes
0,0,1999,10770,0,0,0,0,0,55,417,617,348,359,858,10115,46,1554,1180,319,127,154,613,8776,S_Voice
0,0,4287,10300,175,0,0,0,1815,6681,2041,541,594,1052,1046,992,0,1031,1408,919,471,402,695,9836,Radio
0,0,10584,2625,0,0,0,0,0,0,567,1004,1224,747,817,8850,23,1930,2026,317,87,834,7283,709,Calculadora
0,0,231,3390,10971,0,0,0,261,1038,678,738,2648,5826,2245,1158,630,1159,1263,498,190,69,608,10175,Video
0,0,1483,11538,431,0,0,0,0,1060,3999,2827,554,1214,1314,2484,9,2266,1415,209,117,718,2013,6705,Camara
0,0,885,11420,0,0,0,0,0,377,1254,149,1726,5143,2258,1398,71,1810,1029,520,144,113,708,7910,Internet
102,0,1145,10295,764,2069,0,0,343,2278,5356,1334,1036,1587,1532,909,6,2524,1655,324,217,1013,1283,7353,Email
0,23,9997,2976,0,0,0,0,0,12,516,603,293,739,1392,9441,2547,1188,433,183,179,2801,4863,802,Telefone
4786,3665,3440,2333,16,34,0,0,882,5298,6350,812,403,212,87,230,747,1071,1372,192,172,374,6862,3484,Mensagem
0,0,1632,10558,0,0,0,0,1291,465,190,70,50,92,760,9272,281,1665,498,404,233,258,407,8444,Definicoes
0,0,3293,11225,0,0,0,0,489,250,141,66,105,353,1480,11634,6,2115,981,948,248,109,366,9745,Musica
0,0,2688,9793,497,2,0,0,2977,2232,1792,394,1019,1277,1155,2134,0,1478,1514,285,152,266,1202,8083,Camara
0,0,985,12335,0,0,0,0,1139,653,180,1661,4364,3242,976,1105,0,1527,2040,816,219,155,758,7805,Internet
0,0,8172,4668,0,0,0,0,211,290,395,178,103,138,1022,10503,105,1575,1100,313,111,223,557,8856,S_Voice
0,0,5231,9735,40,0,0,0,9562,650,591,1530,1053,467,634,519,14,885,3018,352,90,247,328,10072,Radio
0,0,10244,5881,0,0,0,0,3640,4682,469,226,483,1436,1128,4061,153,2303,1312,229,89,133,724,11182,Gestor_Inteligente
5435,4100,1263,4054,314,322,0,0,3894,4814,3598,1018,1027,648,193,296,2365,1703,226,125,61,70,197,10741,Mensagem
192,5386,2016,6082,7,2,0,0,1384,4361,328,189,251,437,1634,5101,723,1804,449,417,159,136,419,9578,Galeria
1862,0,20,4188,1026,5730,0,0,2929,106,361,2761,4708,964,322,675,279,2519,636,219,88,122,658,8305,Galaxy_Store
8751,17,571,2401,278,517,0,0,1730,376,1510,5977,1438,528,379,597,1346,1426,282,107,47,108,587,8632,Contactos
0,2,9749,3559,0,0,0,0,331,325,314,182,480,1765,1119,8794,786,3319,457,75,46,300,4097,4230,Telefone
176,0,3922,7274,711,2185,0,0,6624,1073,870,2018,1492,806,792,593,0,1505,2454,385,82,341,1322,8179,Email
0,0,9917,2513,0,0,0,0,37,156,312,436,738,398,1123,9230,397,1961,1109,47,48,286,2431,6151,Calculadora
0,0,6751,7164,9,0,0,0,8314,931,441,2108,1157,348,253,372,0,326,3150,279,183,408,169,9409,S_Planner
0,0,8504,4204,25,0,0,0,1461,7206,315,290,469,805,884,1303,390,1764,875,245,270,232,114,8843,Relogio
218,1107,6103,9634,91,271,0,0,10120,1291,220,240,1324,2028,1205,996,382,4159,1076,129,59,160,308,11151,Ferramentas
2309,1617,2817,4786,417,822,0,0,816,2219,497,2295,1363,1006,886,3686,481,2747,676,228,147,516,2271,5702,Chrome
906,321,8579,5634,211,93,0,0,1363,1418,1409,1345,810,560,1254,7585,947,2512,722,211,63,91,922,10276,S_Health
0,0,0,2924,11344,0,0,0,1067,73,274,4193,4698,934,1143,1886,608,1504,567,385,203,262,597,10142,Video
0,96,10410,2574,0,0,0,0,0,48,146,774,244,462,1594,9812,3129,655,241,204,148,2683,5221,799,Telefone
0,0,1682,10972,0,0,0,0,0,12,1694,186,132,465,1369,8796,165,2019,642,467,215,187,455,8504,Definicoes
0,0,458,2693,10849,0,0,0,215,891,370,488,2527,5736,2455,1318,775,1127,673,355,138,53,596,10283,Video
206,0,1875,9092,732,2015,0,0,384,1623,6035,1335,692,1037,1703,1111,5,2216,1546,258,265,1041,1256,7333,Email
0,0,7969,7156,0,0,0,0,0,2605,8814,1425,690,549,388,654,0,682,1734,2633,286,397,90,9303,S_Planner
0,0,2667,11363,0,0,0,0,0,115,3906,5272,497,1092,1629,1519,279,3317,872,270,165,142,155,8830,Relogio
