H1,H2,H3,H4,S1,S2,S3,S4,V1,V2,V3,V4,LabelName
0,16113,0,0,1067,13616,823,607,312,4152,844,10805,S_Planner
0,18060,0,0,893,9954,2337,4876,2372,1329,287,14072,Gestor_Inteligente
0,15561,0,0,287,706,1435,13133,2707,902,255,11697,Musica
196,14473,707,0,3388,6945,2297,2746,2104,2230,1050,9992,Camara
0,13452,0,0,217,2028,8233,2974,1536,1817,259,9840,Internet
10708,6987,260,0,5595,10355,953,1052,4581,315,597,12462,Mensagem
0,14884,0,0,1,2369,543,11971,3366,1032,336,10150,Definicoes
6759,7604,1,0,908,6420,797,6239,2250,419,374,11321,Galeria
10119,2829,622,0,2063,6329,4493,685,2383,331,1189,9667,Contactos
680,13695,145,0,1625,1420,1242,10233,1836,2732,2561,7391,Telefone
1643,15948,361,0,890,4266,2884,9912,4294,436,443,12779,S_Health
0,17009,9,0,7702,7502,906,908,924,3729,383,11982,Radio
781,13950,2559,0,2473,11003,2936,878,2354,3619,1472,9845,Email
5229,6657,2034,0,1795,4975,2862,4288,3155,1425,2824,6516,Chrome
1118,15961,336,0,6710,8059,1645,1001,2306,1519,537,13053,Ferramentas
0,16875,0,0,391,11331,2252,2901,4223,2000,529,10123,Relogio
2,13918,0,0,0,537,1708,11675,3494,319,1230,8877,Calculadora
7,3430,13427,0,1454,277,7944,7189,3140,660,263,12801,Video
0,14702,60,0,823,1558,631,11750,1584,2134,301,10743,S_Voice
2299,6854,7091,0,1828,6228,7760,428,3921,1765,723,9835,Galaxy_Store
0,15660,0,0,286,1896,10061,3417,2899,2224,284,10253,Internet
0,18078,0,0,5812,10550,1223,493,702,4258,397,12721,Radio
711,13520,2779,0,2250,11714,2366,680,1400,3682,1598,10330,Email
1168,20230,328,0,5531,11601,3299,1295,4393,2941,550,13842,Ferramentas
0,17375,0,0,138,11664,2815,2758,4502,1717,450,10706,Relogio
0,14883,0,0,705,12558,984,636,279,2296,892,11416,S_Planner
5283,7345,2255,0,4425,4510,2333,3615,2527,1604,2341,8411,Chrome
0,15561,0,0,0,2293,484,12784,3498,1022,340,10701,Definicoes
2318,6051,7506,0,1189,6438,7462,786,3686,1040,813,10336,Galaxy_Store
1671,16967,268,0,691,4655,3108,10452,4518,483,467,13438,S_Health
0,14391,0,0,75,1285,500,12531,1502,1352,324,11213,S_Voice
0,17420,0,0,352,722,2191,14155,3876,1094,276,12174,Musica
23,13542,713,0,3062,7076,2278,1862,1154,1644,1021,10459,Camara
11049,5909,199,0,5580,10000,524,1053,3322,301,694,12840,Mensagem
6967,8039,0,0,886,6936,890,6294,2181,510,406,11909,Galeria
10621,3893,1236,0,2479,7680,4743,848,4140,398,1132,10080,Contactos
810,14500,190,0,2301,1633,1275,10291,1621,3601,2753,7525,Telefone
0,19321,0,0,598,10432,2405,5886,2734,1350,282,14955,Gestor_Inteligente
0,3322,13678,0,1380,446,7200,7974,2860,602,266,13272,Video
13,14371,0,0,0,652,1384,12348,3261,541,1564,9018,Calculadora
10625,6498,149,0,6218,9885,474,695,3035,1099,698,12440,Mensagem
5409,6707,2044,0,1910,4953,2883,4414,3779,687,2941,6753,Chrome
0,14760,0,0,3,2449,397,11911,2705,971,357,10727,Definicoes
6778,8709,7,0,928,6486,1425,6655,2906,584,463,11541,Galeria
0,15840,0,0,340,11989,1357,2154,2643,1728,541,10928,Relogio
0,21605,0,0,1266,11303,3590,5446,3259,2525,360,15461,Gestor_Inteligente
10568,3127,1065,0,2481,7739,3810,730,3446,385,1783,9146,Contactos
0,14760,0,0,1,625,2263,11871,3760,499,1218,9283,Calculadora
0,14582,180,0,499,1976,757,11530,927,2330,371,11134,S_Voice
0,17138,154,0,9208,5822,1166,1096,1556,2633,379,12724,Radio
739,14530,2815,0,2464,10624,3329,1667,3049,3077,1457,10501,Email
769,12828,318,0,1433,1145,839,10498,1812,2107,3246,6750,Telefone
0,14399,0,0,110,2121,8944,3224,2457,1600,276,10066,Internet
1,14467,1030,0,2974,7788,2664,2072,2372,1850,986,10290,Camara
0,15996,0,0,417,1013,1290,13276,2622,1144,285,11945,Musica
0,4092,14097,0,1828,538,7309,8514,4115,725,277,13072,Video
1661,17632,298,0,398,4792,3246,11155,5464,366,453,13308,S_Health
2258,6762,7844,0,3916,5697,6807,444,2945,2480,689,10750,Galaxy_Store
0,17810,0,0,2174,14064,994,578,222,4981,916,11691,S_Planner
1257,19187,724,0,7819,9005,3259,1085,4999,1539,748,13882,Ferramentas
0,16512,0,0,8021,1320,2196,4975,1582,2960,224,11746,Gestor_Inteligente
1304,15443,389,0,11344,424,2207,3161,4221,1240,223,11452,Ferramentas
0,13052,2,0,8688,501,1330,2535,2542,1059,461,8992,Relogio
0,14157,0,0,9290,3186,1116,565,349,3612,592,9604,S_Planner
1606,5502,7170,0,3186,7940,2718,434,1162,3890,255,8971,Galaxy_Store
1249,14571,170,0,2656,2436,1833,9065,3699,921,184,11186,S_Health
0,15128,0,0,10518,2243,980,1387,553,3097,769,10709,Radio
2,10314,2524,0,8212,1942,1186,1500,575,2331,383,9551,Email
0,12947,0,0,1752,261,122,10812,2610,984,477,8876,Definicoes
3881,6927,1292,0,2626,2800,1870,4804,3412,523,576,7589,Chrome
0,12208,0,0,640,199,1290,10079,3344,188,355,8321,Telefone
8788,4372,1000,0,2068,7667,3355,1070,4499,282,149,9230,Contactos
9540,5210,502,0,7946,5330,1379,597,3786,390,135,10941,Mensagem
0,13915,0,0,1798,1815,7883,2419,2830,2145,356,8584,Internet
0,13860,524,0,5169,2345,2784,4086,2279,2403,378,9324,Camara
0,13338,0,0,751,238,290,12059,1391,1474,358,10115,Musica
0,13440,0,0,528,567,391,11954,2199,1499,334,9408,S_Voice
0,12971,0,0,196,509,1326,10940,3219,827,320,8605,Calculadora
0,4645,11435,0,1137,4545,6639,3759,3784,1089,462,10745,Video
5480,8431,4,0,5724,699,1169,6323,2819,777,314,10005,Galeria
0,15738,0,0,21,2152,659,12906,2858,1170,490,11220,Definicoes
47,3922,14389,0,1554,884,7134,8786,4390,726,652,12590,Video
6240,9383,1,0,1315,6309,1627,6373,3637,518,872,10597,Galeria
9967,5859,176,0,5699,8924,949,430,2658,845,1765,10734,Mensagem
0,14762,0,0,262,2392,8496,3612,2594,1836,481,9851,Internet
1050,19421,1122,0,6611,10441,2492,2049,5360,859,687,14687,Ferramentas
0,18209,0,0,302,12749,2324,2834,3731,1771,910,11797,Relogio
0,14520,0,0,0,237,2629,11654,3182,702,1680,8956,Calculadora
1746,18004,130,0,503,4315,3633,11429,5453,312,1044,13071,S_Health
0,18753,0,0,1042,15224,1818,669,1221,3513,1097,12922,S_Planner
1923,6571,9006,0,4982,7424,5031,63,1464,3510,1210,11316,Galaxy_Store
10041,3189,1170,0,2448,8013,3310,629,3262,719,3551,6868,Contactos
46,15861,549,0,1761,1671,1596,11428,1673,2989,581,11213,S_Voice
0,17701,1052,0,4905,12500,1203,145,1316,3101,866,13470,Radio
0,17760,62,0,106,1624,1948,14144,4564,1177,474,11607,Musica
76,13741,3455,0,2359,11143,2376,1394,2497,1950,1647,11178,Email
774,12657,24,0,1146,990,930,10389,1860,2029,4082,5484,Telefone
21,23307,0,0,100,12936,4418,5874,2610,4134,1004,15580,Gestor_Inteligente
5481,7037,2002,0,1660,4417,4069,4374,4077,583,3335,6525,Chrome
264,13457,675,0,1533,9020,1817,2026,1473,1615,1072,10236,Camara
0,14762,0,0,0,496,2290,11976,3252,710,1770,9030,Calculadora
0,5798,12402,0,1562,671,7662,8305,4054,1078,320,12748,Video
2,14883,365,0,986,1713,1202,11349,759,2452,564,11475,S_Voice
1243,14082,299,0,1914,1556,990,11164,3489,2435,4182,5518,Telefone
10274,5566,960,0,3624,9040,3580,556,5381,916,3202,7301,Contactos
6126,8636,0,0,904,5825,1555,6478,2679,552,457,11074,Galeria
9643,6864,125,0,5353,9578,1039,662,3904,392,649,11687,Mensagem
0,14592,0,0,3,2120,7315,5154,2380,1712,461,10039,Internet
16,14797,931,0,1575,9206,2091,2872,1810,2466,966,10502,Camara
0,16641,0,0,312,1027,1405,13897,2739,1487,550,11865,Musica
0,20449,0,0,115,12104,2571,5659,1520,3466,257,15206,Gestor_Inteligente
2139,7261,7975,0,4667,7213,5245,250,2105,3419,680,11171,Galaxy_Store
0,19317,0,0,2774,13519,1779,1245,1423,4712,833,12349,S_Planner
0,19404,0,0,129,12540,1938,4797,5683,1770,433,11518,Relogio
1151,19766,923,0,6558,9834,2795,2653,6473,675,393,14299,Ferramentas
1574,16359,22,0,500,4038,2608,10809,3607,467,469,13412,S_Health
5351,8324,1575,0,1845,4779,4088,4538,4862,515,3162,6711,Chrome
0,15480,0,0,0,2211,466,12803,2844,1028,389,11219,Definicoes
7,14745,3552,0,2024,10555,2963,2762,3269,2475,1546,11014,Email
0,18642,675,0,5169,11488,1396,1264,1494,4137,406,13280,Radio
1183,19669,608,0,7802,7550,4446,1662,4362,2357,634,14107,Ferramentas
0,18071,376,0,8851,7240,1823,533,646,4341,887,12573,Radio
4,4184,13362,0,2090,1919,9924,3617,2375,2168,349,12658,Video
0,13800,0,0,84,1958,8196,3562,1653,2106,307,9734,Internet
0,17685,0,0,415,1436,1515,14319,3508,2316,294,11567,Musica
715,13081,2796,0,2402,9190,3608,1392,1885,2959,1349,10399,Email
52,14100,0,0,100,1505,862,11685,3431,1166,3714,5841,Telefone
9913,6267,76,0,6505,8512,791,448,2447,1305,563,11941,Mensagem
9742,5690,435,0,1435,7391,5764,1277,5122,329,2965,7451,Contactos
1579,16071,170,0,900,4294,2470,10156,3834,524,370,13092,S_Health
6188,9808,0,0,1217,6380,2203,6196,3506,1028,395,11067,Galeria
0,15500,0,0,196,1436,1132,12736,1883,2379,373,10865,S_Voice
0,14742,0,0,17,2280,693,11752,2611,1147,353,10631,Definicoes
5166,8495,1101,0,1549,4243,3526,5444,4697,551,2909,6605,Chrome
0,14641,0,0,4,629,2833,11175,3471,903,1040,9227,Calculadora
0,19448,0,0,279,11584,2000,5585,1075,3244,293,14836,Gestor_Inteligente
2219,6838,7568,0,4652,7245,4572,156,1285,3827,671,10842,Galaxy_Store
0,18760,0,0,4538,11629,1480,1113,1170,4977,888,11725,S_Planner
0,17848,27,0,379,12171,1814,3511,4104,2390,390,10991,Relogio
0,15340,0,0,299,11437,1377,2227,2613,1287,387,11053,Relogio
0,4494,12798,0,1939,1747,10300,3306,2218,2095,244,12735,Video
0,14274,0,0,0,764,2204,11306,2911,886,1146,9331,Calculadora
0,15488,0,0,151,1768,1234,12335,1101,2820,358,11209,S_Voice
0,19591,0,0,715,11728,1767,5381,1183,3317,239,14852,Gestor_Inteligente
0,17028,0,0,6333,8368,1305,1022,1020,3344,857,11807,S_Planner
0,14742,0,0,15,2261,803,11663,2414,1149,372,10807,Definicoes
354,13959,3187,0,2824,9205,3381,2090,2707,2741,1369,10683,Email
0,15876,0,0,572,629,1064,13611,2125,1648,412,11691,Musica
2267,8704,7649,0,5581,7647,5166,226,2508,4583,603,10926,Galaxy_Store
1557,15959,40,0,1109,3922,2551,9974,3452,530,459,13115,S_Health
0,17876,345,0,10111,5622,1467,1021,830,3603,1016,12772,Radio
0,16110,495,0,695,7711,2606,5593,4332,1216,1041,10016,Camara
0,13908,0,0,156,2194,8318,3240,1808,1915,334,9851,Internet
9663,5499,318,0,1374,6986,5920,1200,4856,197,2478,7949,Contactos
6197,8803,0,0,1065,5862,1629,6444,2662,883,453,11002,Galeria
88,13601,0,0,130,1619,968,10972,3164,925,3688,5912,Telefone
9807,6211,107,0,6076,8873,662,514,2581,1180,625,11739,Mensagem
5232,8886,757,0,1438,4205,3633,5599,4852,360,2972,6691,Chrome
1232,17616,606,0,9078,6117,2405,1854,3369,1442,616,14027,Ferramentas
1282,17783,393,0,10084,6056,2031,1287,2842,1951,505,14160,Ferramentas
0,16592,0,0,559,12210,1684,2139,2907,1853,527,11305,Relogio
0,17236,0,0,5812,9467,1197,760,547,3685,910,12094,S_Planner
2420,8006,7783,0,5739,5938,6161,371,2694,3697,663,11155,Galaxy_Store
2,14754,0,0,308,1196,756,12496,1375,1492,474,11415,S_Voice
5324,8912,892,0,1301,4466,4150,5211,4774,474,3027,6853,Chrome
0,21280,0,0,1404,12559,2031,5286,1762,3357,278,15883,Gestor_Inteligente
0,13908,0,0,258,1908,8994,2748,1509,1969,378,10052,Internet
0,14732,0,0,18,2502,663,11549,2166,1136,344,11086,Definicoes
0,15609,0,0,6,1015,3074,11514,3836,1073,1176,9524,Calculadora
121,14762,0,0,131,1429,1684,11639,4412,695,3210,6566,Telefone
9920,5473,357,0,1702,7157,5323,1568,4480,647,1534,9089,Contactos
6247,8033,0,0,1095,5896,1250,6039,1919,701,437,11223,Galeria
10076,9004,96,0,6952,10565,1296,363,4743,1819,667,11947,Mensagem
1576,16685,99,0,1270,3870,2642,10578,3820,638,482,13420,S_Health
0,15339,533,0,1180,7305,2340,5047,3076,1512,964,10320,Camara
0,15128,0,0,629,733,643,13123,1273,1490,420,11945,Musica
0,7604,12988,0,2644,1942,10753,5253,5743,1619,221,13009,Video
439,14457,3194,0,3458,9450,3581,1601,2480,3264,1431,10915,Email
0,18876,0,0,11856,4518,1336,1166,519,4056,643,13658,Radio
6496,7895,0,0,1248,6258,858,6027,2036,697,449,11209,Galeria
0,14994,0,0,31,2437,780,11746,2454,1100,378,11062,Definicoes
0,18894,0,0,11768,4446,1400,1280,730,4183,508,13473,Radio
473,14799,3175,0,3423,9641,3666,1717,2597,3496,1448,10906,Email
173,13584,283,0,1187,2166,733,9954,4105,159,4134,5642,Telefone
10494,4261,866,0,2653,7009,4887,1072,4713,306,1218,9384,Contactos
0,12544,0,0,363,1964,8077,2140,883,1251,359,10051,Internet
0,16624,1,0,644,920,1840,13221,2375,1881,423,11946,Musica
1573,17935,91,0,1381,4167,2728,11323,5057,644,465,13433,S_Health
5437,8885,807,0,1438,4296,4257,5138,4858,393,3028,6850,Chrome
1298,18880,402,0,9779,6976,2472,1353,3531,2384,517,14148,Ferramentas
0,16756,0,0,537,12095,1809,2315,3110,1820,527,11299,Relogio
0,18688,0,0,6235,10156,1547,750,1081,4615,905,12087,S_Planner
0,14181,581,0,1626,7523,1790,3823,1968,1508,1022,10264,Camara
10213,7366,94,0,6590,9868,737,478,3881,1185,684,11923,Mensagem
0,14632,0,0,286,1262,949,12135,1071,1676,468,11417,S_Voice
0,15480,0,0,1,1067,2963,11449,3716,1069,1156,9539,Calculadora
0,4027,13003,0,1743,619,9663,5005,2474,1329,228,12999,Video
2379,8832,7971,0,5856,6125,6835,366,3862,3510,640,11170,Galaxy_Store
0,20306,0,0,1320,12299,1431,5256,1375,2827,295,15809,Gestor_Inteligente
0,21608,0,0,1533,12239,2583,5253,2301,3302,297,15708,Gestor_Inteligente
0,17556,0,0,6446,9292,1103,715,531,4277,870,11878,S_Planner
16,12824,30,0,455,1930,7950,2535,939,1401,345,10185,Internet
0,14946,58,0,561,1465,1019,11959,1080,2022,489,11413,S_Voice
1251,18377,392,0,9437,6620,2529,1434,3457,2074,511,13978,Ferramentas
10201,4539,740,0,1836,7762,4891,991,4435,212,1371,9462,Contactos
5445,7745,1694,0,1488,5437,3431,4528,4696,329,2993,6866,Chrome
0,18224,0,0,11319,4109,1414,1382,923,3805,415,13081,Radio
412,15565,3193,0,3325,10118,3804,1923,2690,4233,1442,10805,Email
1605,17889,240,0,1005,4632,3262,10835,5387,498,456,13393,S_Health
10386,6867,162,0,6682,9653,474,606,3317,1216,746,12136,Mensagem
576,13402,58,0,1612,1403,835,10186,1901,2162,2397,7576,Telefone
6541,8709,0,0,1011,6710,1142,6387,2672,671,465,11442,Galeria
2287,8282,7779,0,5439,5909,6597,403,3427,3360,623,10938,Galaxy_Store
0,17255,35,0,613,1332,2203,13142,3297,1595,345,12053,Musica
0,14750,0,0,24,2464,723,11539,2228,1192,350,10980,Definicoes
0,17520,36,0,578,12502,2109,2367,3867,2059,512,11118,Relogio
0,16120,779,0,2164,8059,2314,4362,4661,833,1073,10332,Camara
0,14157,0,0,1,772,2130,11254,2963,508,1121,9565,Calculadora
0,4396,12854,0,1335,844,9088,5983,3291,770,225,12964,Video
0,17010,0,0,727,861,398,15024,1998,1572,332,13108,Musica
0,16510,0,0,373,989,392,14756,2353,568,369,13220,S_Voice
0,17554,0,0,2977,1927,9294,3356,2550,2175,353,12476,Internet
11102,6437,134,0,5471,9756,1196,1250,4258,201,619,12595,Mensagem
86,16039,0,0,2,1579,1188,13356,3593,284,1968,10280,Telefone
0,17550,808,0,3156,1881,808,12513,1106,2159,1434,13659,Definicoes
11923,5703,305,0,3659,8476,5138,658,4169,1217,766,11779,Contactos
7234,9398,0,0,1167,7541,1410,6514,2270,1350,494,12518,Galeria
6,16861,813,0,4982,7072,2096,3530,1991,2346,1277,12066,Camara
443,17246,0,0,401,1222,1131,14935,4088,433,1086,12082,Calculadora
0,4916,13036,0,1328,143,8168,8313,3387,856,230,13479,Video
1687,18672,89,0,1065,3670,2192,13521,5654,506,473,13815,S_Health
6046,8838,740,0,833,3809,4048,6934,4599,220,3279,7526,Chrome
1006,17418,3479,0,8582,4538,4870,3913,6255,1425,1171,13052,Email
0,20072,92,0,12232,2118,2049,3765,5083,474,417,14190,Radio
1355,19698,409,0,10041,6041,2588,2792,5398,1062,539,14463,Ferramentas
0,21432,0,0,6228,11131,2901,1172,4758,2368,416,13890,Relogio
0,18630,0,0,13860,2656,1125,989,789,1566,1875,14400,S_Planner
3071,7638,7911,0,6238,6006,5867,509,2657,3046,634,12283,Galaxy_Store
0,20880,0,0,2179,11847,1668,5186,1620,3518,266,15476,Gestor_Inteligente
6133,9374,749,0,899,3750,4177,7430,4993,279,3308,7676,Chrome
3472,8512,7600,0,7791,8427,3175,191,2084,3844,952,12704,Galaxy_Store
924,17434,0,0,755,1244,1290,15069,3899,795,877,12787,Calculadora
0,21307,0,0,15609,4297,1087,314,361,3972,2360,14614,S_Planner
171,16242,179,0,3184,2996,8384,2028,1772,1535,446,12839,Internet
0,21164,0,0,14482,4303,1771,608,1333,3996,635,15200,Relogio
1400,19405,363,0,12970,3214,1641,3343,4930,1164,487,14587,Ferramentas
1080,16212,3428,0,10954,2079,4780,2907,5350,737,982,13651,Email
0,19708,169,0,12932,1443,1908,3594,4511,511,439,14416,Radio
0,18224,0,0,535,1155,464,16070,3373,895,376,13580,S_Voice
0,20735,0,0,2559,11110,1656,5410,1779,3093,279,15584,Gestor_Inteligente
0,19165,1562,0,3201,2444,1100,13982,2717,3037,860,14113,Definicoes
0,3417,13093,0,1340,186,8580,6404,1957,815,261,13477,Video
1714,18094,73,0,1660,3214,2300,12707,5050,504,385,13942,S_Health
22,16026,0,0,35,1299,1358,13356,2910,489,1681,10968,Telefone
12345,5830,312,0,4427,8260,5369,431,3670,1974,625,12218,Contactos
7252,8498,0,0,1232,7160,596,6762,1607,990,437,12716,Galeria
10676,5532,48,0,5182,9347,667,1060,2848,197,540,12671,Mensagem
58,16829,793,0,5619,6089,2718,3254,2628,1417,954,12681,Camara
0,18864,0,0,790,971,657,16446,3569,1607,359,13329,Musica
111,17107,170,0,3296,5641,7587,864,1512,2106,490,13280,Internet
0,16899,0,0,622,873,383,15021,1934,745,388,13832,S_Voice
526,18932,0,0,347,1021,1943,16147,5247,157,887,13167,Calculadora
0,3323,13317,0,1354,283,9338,5665,2056,864,213,13507,Video
7577,9847,0,0,1105,7653,1160,7506,3445,711,437,12831,Galeria
12957,4302,285,0,4765,6155,6048,576,2030,2411,566,12537,Contactos
89,17310,0,0,979,1903,1566,12951,3347,1037,1182,11833,Telefone
6304,9454,754,0,914,3992,4681,6925,5194,238,3239,7841,Chrome
0,18632,0,0,896,437,380,16919,3388,1355,434,13455,Musica
0,17089,863,0,6734,4621,2684,3913,2818,1311,1064,12759,Camara
11515,7881,62,0,5615,11182,1405,1256,6041,197,418,12802,Mensagem
1752,17627,75,0,1882,3272,2314,11986,4630,489,351,13984,S_Health
1443,19813,500,0,13807,3354,2812,1783,5100,1567,485,14604,Ferramentas
0,20989,0,0,15069,4260,1259,401,1089,3862,572,15466,Relogio
24,22090,23,0,17657,2334,1381,765,1634,3596,2101,14806,S_Planner
3579,7981,8317,0,7503,5350,6626,398,3331,3214,417,12915,Galaxy_Store
0,21164,0,0,4738,8919,1972,5535,3075,2223,234,15632,Gestor_Inteligente
0,19948,779,0,3144,1211,1376,14996,3549,2071,584,14523,Definicoes
0,20866,274,0,13653,949,2972,3566,5700,450,421,14569,Radio
1241,17333,3476,0,11445,2467,6455,1683,6183,944,842,14081,Email
360,10619,2709,0,7683,2630,2056,1319,1617,2165,434,9472,Email
1326,15358,344,0,11331,855,2442,2400,3791,1516,265,11456,Ferramentas
0,12610,4,0,8657,567,1227,2163,2157,1031,457,8969,Relogio
0,13565,1,0,9260,2547,1124,635,94,3302,590,9580,S_Planner
4103,6357,1090,0,2609,2465,1970,4506,2320,1063,577,7590,Chrome
0,14399,0,0,731,220,311,13137,2293,1646,347,10113,Musica
0,13074,492,0,5149,2370,2591,3456,1777,2095,414,9280,Camara
0,12272,0,0,1769,1631,6333,2539,1563,1787,351,8571,Internet
3,12187,0,0,635,193,1051,10311,3337,173,352,8328,Telefone
1097,14013,136,0,3278,2564,1122,8282,2432,1062,212,11540,S_Health
8800,3713,939,0,2102,7216,3156,978,3758,310,166,9218,Contactos
0,2358,11214,0,1136,4425,5423,2588,1463,912,445,10752,Video
0,12312,0,0,511,563,550,10688,1141,1428,334,9409,S_Voice
9401,4618,332,0,7766,5004,1062,519,3012,305,118,10916,Mensagem
1866,3954,6720,0,3078,4148,4454,860,2121,1232,236,8951,Galaxy_Store
0,15990,0,0,7972,781,1653,5584,2425,1535,259,11771,Gestor_Inteligente
5553,8018,1,0,5671,812,1212,5877,2352,938,287,9995,Galeria
0,12100,0,0,182,579,860,10479,2367,813,331,8589,Calculadora
0,13431,0,0,1747,264,140,11280,3140,965,468,8858,Definicoes
0,15001,3,0,10221,2433,1225,1125,617,3595,393,10399,Radio
0,15851,0,0,892,1843,1050,12066,2683,1887,409,10872,Definicoes
340,15057,3223,0,8629,5066,3576,1349,1562,4907,1066,11085,Email
0,18090,0,0,12909,2769,1326,1086,233,4053,670,13134,Radio
6586,9374,0,0,1915,5994,1925,6126,2819,980,343,11818,Galeria
0,19992,0,0,5143,8612,1473,4764,873,3625,284,15210,Gestor_Inteligente
10334,3443,263,0,2515,6571,4310,644,2656,293,736,10355,Contactos
0,17252,34,0,830,1074,1436,13946,2225,2319,531,12211,Musica
0,14160,0,0,55,908,2090,11107,1653,1786,686,10035,Calculadora
0,16709,583,0,3922,5717,3389,4264,2793,2964,731,10804,Camara
2373,9524,7415,0,6170,7825,5085,232,2301,5622,432,10957,Galaxy_Store
0,17280,0,0,12363,3238,992,687,359,4339,897,11685,S_Planner
0,15102,2,0,1328,10761,1250,1765,2053,1597,522,10932,Relogio
1289,20525,386,0,13361,3736,3933,1170,3610,4180,467,13943,Ferramentas
96,14295,0,0,118,1276,1590,11407,3477,714,1355,8845,Telefone
5268,8733,882,0,1572,4377,4124,4810,4234,710,2511,7428,Chrome
0,15360,0,0,1474,1626,10671,1589,1201,3467,422,10270,Internet
0,15946,0,0,585,1910,1268,12183,915,2941,688,11402,S_Voice
1562,17672,87,0,2172,3383,2995,10771,4419,975,350,13577,S_Health
10626,6774,136,0,7220,9383,755,178,2319,1988,328,12901,Mensagem
0,3341,13299,0,2063,1242,10235,3100,1163,1901,276,13300,Video
0,19865,0,0,2768,10099,1921,5077,1028,3191,288,15358,Gestor_Inteligente
10286,6606,380,0,1908,8801,5469,1094,5663,517,871,10221,Contactos
6516,10756,0,0,2370,5573,2857,6472,3722,1334,389,11827,Galeria
10376,8901,73,0,7620,9826,1681,223,3737,2397,402,12814,Mensagem
1235,18129,346,0,12123,4208,2075,1304,2080,3251,477,13902,Ferramentas
0,14210,540,0,2510,5999,1867,4374,1384,1836,797,10733,Camara
0,15983,13,0,716,845,780,13655,1376,1920,487,12213,Musica
0,15480,0,0,593,1683,10386,2818,1655,3153,405,10267,Internet
0,17802,0,0,11875,3496,1244,1187,101,3812,667,13222,Radio
326,15883,3195,0,5983,7863,3525,2033,1224,6031,1295,10854,Email
0,16200,0,0,322,1684,1655,12539,1173,3003,623,11401,S_Voice
0,15720,0,0,100,2429,955,12236,2684,1750,406,10880,Definicoes
66,15806,0,0,94,1459,1788,12531,4818,866,1700,8488,Telefone
1532,17721,64,0,1901,3312,2965,11139,4325,1070,353,13569,S_Health
0,15720,0,0,23,983,3231,11483,2787,2222,767,9944,Calculadora
0,2634,12990,0,1592,674,9994,3364,902,1138,269,13315,Video
5173,8396,831,0,1681,3763,3607,5349,3929,547,2904,7020,Chrome
0,16371,4,0,602,11927,1625,2221,2624,2276,557,10918,Relogio
0,17157,0,0,7846,7478,1102,731,324,4275,897,11661,S_Planner
2329,8240,7211,0,4564,8018,4944,254,1778,4644,541,10817,Galaxy_Store
108,15642,0,0,248,1596,1777,12129,4546,905,2654,7645,Telefone
2480,7508,7420,0,5713,6423,5058,214,2048,3751,509,11100,Galaxy_Store
0,15860,0,0,0,1125,3198,11537,3488,1351,1162,9859,Calculadora
10998,7415,83,0,6977,10287,349,883,4632,604,530,12730,Mensagem
60,3829,13256,0,1529,803,9912,4901,2307,1211,258,13369,Video
0,18935,105,0,12966,3989,1079,1006,216,3794,1029,14001,Radio
0,18906,0,0,2398,10131,1121,5256,777,2545,306,15278,Gestor_Inteligente
5426,8853,850,0,1334,4349,4381,5065,4463,521,3065,7080,Chrome
1664,18714,67,0,2090,4056,2997,11302,5318,863,418,13846,S_Health
0,16236,0,0,384,1408,1228,13216,1735,2162,622,11717,S_Voice
0,15982,0,0,29,2609,898,12446,2835,1550,386,11211,Definicoes
0,17009,148,0,1093,1225,1622,13217,2049,2121,591,12396,Musica
0,16236,0,0,378,12133,1355,2370,2734,1736,451,11315,Relogio
0,17290,0,0,8382,6922,1138,848,745,3645,803,12097,S_Planner
1217,19688,831,0,12881,3951,3324,1580,3771,3229,369,14367,Ferramentas
76,13957,3481,0,5409,7847,2542,1716,1816,3169,1185,11344,Email
11547,3231,562,0,3321,7779,3675,565,2636,1518,894,10292,Contactos
0,14959,541,0,2124,7555,1823,3998,1985,1682,918,10915,Camara
0,15240,0,0,317,2375,10323,2225,2045,2275,448,10472,Internet
6998,9859,143,0,1815,7928,874,6383,3793,911,412,11884,Galeria
130,14857,3509,0,5465,8342,3048,1641,2609,3148,1236,11503,Email
0,17420,0,0,661,969,2018,13772,2988,1633,528,12271,Musica
0,14896,584,0,1666,7977,1521,4316,2920,812,921,10827,Camara
6512,8863,0,0,733,7205,917,6520,2592,767,459,11557,Galeria
403,13756,121,0,1410,1800,1117,9953,2760,1456,1795,8269,Telefone
10627,5339,402,0,2830,7087,5318,1133,5024,435,1079,9830,Contactos
43,12463,2,0,392,2440,8226,1450,502,1189,422,10395,Internet
10302,6322,1,0,6183,9508,447,487,2750,973,488,12414,Mensagem
2524,6851,7461,0,5603,5941,5082,210,1833,2979,558,11466,Galaxy_Store
1706,18351,106,0,1525,4514,3100,11024,5346,502,436,13879,S_Health
23,13666,0,0,468,1012,735,11474,676,921,436,11656,S_Voice
0,16348,0,0,16,2480,1036,12816,3094,1472,350,11432,Definicoes
0,14396,0,0,0,671,2238,11487,2562,755,1129,9950,Calculadora
12,20274,0,0,2163,11518,1372,5233,1061,2996,310,15919,Gestor_Inteligente
0,17010,0,0,8217,7015,1015,763,551,3129,888,12442,S_Planner
0,17000,0,0,332,12451,1830,2387,3199,1698,475,11628,Relogio
1258,19251,743,0,12888,4177,2693,1494,3498,2736,398,14620,Ferramentas
0,3667,12681,0,1331,513,9662,4842,2017,893,248,13190,Video
